Company,Revenue,Profit
Land O'Lakes,283.1,8.5
Kelsey-Hayes,282.1,10.4
American Bakeries,281.6,3.5
Dan River,281.4,15.3
Inmont,280.7,15.4
Evans Products,280.6,5.3
Crown Holdings,279.8,16.7
Abex,277.4,12.8
Jos. Schlitz Brewing,275.1,17.3
Kidde,273.7,8
Interlake,268.8,16.5
Revlon,268.3,18
Di Giorgio,267.3,1.8
Abbott Laboratories,265.8,26.7
Cluett Peabody,265.6,10.1
Aeroquip-Vickers,265.4,35.2
Hoover,259.6,14.9
Hammermill Paper,259.4,12.2
Pharmacia,257.6,36.3
Teledyne,256.8,12
Campbell Taggart,256.1,8.3
Potlatch,255.4,11.2
Newport News Shipbuilding,254.1,5.5
National Gypsum,253,16.8
Times Mirror,252.7,18.5
Staley Continental,252.1,10.8
US Pharmaceuticals,251.4,41.3
USM,250.7,14.7
Blaw-Knox,250.2,7.9
Springs Industries,248.9,18
R.R. Donnelley & Sons,247.9,20.7
Richardson-Vicks,247.8,24.2
Cincinnati Milacron,247.3,14.8
Bemis,245.2,6.5
Link-Belt,244.9,12.1
Lear Siegler,244,8.1
Federal-Mogul,241.1,17
Safety-Kleen,240.6,10.7
Coltec Industries,240.1,6.9
"Parke, Davis",239.9,31.8
Ex-Cell-O,239.4,19.9
CF&I Steel,235.3,15.6
Chemetron,235.2,16.1
Peabody Coal,233.9,26.3
Maxus Energy,233,19
Stanley Works,230.6,11.3
Carborundum,230.6,15.3
ESB,230,11.6
Bell & Howell,230,9.4
Fairchild Camera & Instrument,228,12.3
Schenley Industries,225.9,20.5
Hershey Foods,225.7,25
Stokely-Van Camp,225.7,6.9
Indian Head,225.5,5.3
Cotton Producers Association,225.3,7.1
McLouth Steel,225,15.8
Stanley Warner,224.1,8.9
CBI Industries,223.2,12
Pennwalt Corp,222.5,12.7
Ward Foods,213.8,3.3
Brown,212.7,3.8
Outboard Marine,212.5,15.7
Cutler-Hammer,211.8,10.3
Fairchild Industries,210,7
Emhart,209.3,13.9
Rockwell Manufacturing,206.8,13.5
Thiokol,204.4,7.6
Hewlett-Packard,203.3,17.4
Amsted Industries,203,13.8
Cessna Aircraft,202.1,13.9
Pabst Brewing,201.5,15.3
Akzona,201.3,19.2
Fairmont Foods,199.8,4.6
Lone Star Industries,198.5,14.8
Harsco,197.4,17.3
Rohr,197.3,6.2
Murphy Oil,196.9,8.4
Square D,195.9,25.7
Witco,195.9,9.3
Cyclops Industries,195.6,9.3
Hupp,195.4,1.3
Gerber Products,195.2,14.2
McCall,194.6,6.6
Eastern Gas & Fuel Associates,194.1,14.8
Sharon Steel,193.9,4.5
Thomas J. Lipton,193,12.7
Interstate Brands,191.9,4
Household Manufacturing,191.4,11.1
Amerada Hess,191,74.9
American Chain & Cable,190.4,11
Anchor Hocking,188.7,11.5
Trane,187.8,13.3
Mohasco,186.5,4.8
Jonathan Logan,185.4,10
Simmons,184.8,7.1
Ruberoid,183.8,3.7
Hartmarx,183.8,10.1
Heublein,183.4,12.8
Beaunit,181.9,7.9
Universal American,181.6,2.7
Koehring,180.6,10.4
Kendall,180.5,9
Pittsburgh Steel,179.2,4
Allied Mills,179.1,5
Kern County Land,175.7,22.7
Purex Industries,175.2,7.4
FINA,174.7,8.3
New York Times,172.9,9.4
Studebaker,172.9,16.5
Fieldcrest Cannon,171.4,8.3
Stewart-Warner,171.3,12.3
ITT Rayonier,171.2,20.3
Eagle-Picher Industries,170.9,7.4
Harris,170,11.6
Joy Technologies,169.4,11.7
U.S. Shoe,169.2,8.6
Coastal,169.1,16.8
I-T-E Imperial,169,9.6
Ampex,168.9,8.5
Falstaff Brewing,168.1,4.4
Control Data,167.6,-1.9
National Can,167.3,5.7
Miles Laboratories,165.9,8.5
Houdaille Industries,165.5,9.1
U.S. Pipe & Foundry,165.4,7.2
Certainteed,165.4,4.2
Apogent Technologies,165.2,10.5
Kellwood,165,4.3
Roper,165,4.8
Beech Aircraft,164.6,8.8
Time Warner,163.8,6.9
Handy & Harman,163.1,2.9
Calumet & Hecia,162,6.8
White Consolidated Industries,161.8,14.4
Commonwealth Oil Refining,161,20
Dean Foods,160.4,1.8
Armstrong Rubber,160,6.4
Rexnord,159.6,10.1
Granite City Steel,159.2,10.4
Howmet,158.2,10.4
Bliss (E.W.),157.7,6.1
Pacolet Industries,157.6,3.2
Chesebrough-Pond's,157.2,12.6
Rheem Manufacturing,156.8,7.2
Maremont,155.3,5.2
Inland Container,154.8,9.9
Vulcan Materials,154.6,12
Keebler,153.8,2
Collins & Aikman,153.7,6.9
Warwick Electronics,153.4,3.5
Champion Spark Plug,153.3,20.9
U.S. Industries,153,8
Woodward Iron,152.5,9.7
Bunker Ramo,152.4,5.8
Grolier,152.4,10.2
National Union Electric,151,6.6
Chicago Pneumatic Tool,150.9,18.4
Premcor,150.6,9.6
Arvin Industries,150.2,6.1
Joy Global,149.6,6
Gardner-Denver,149.2,19.9
Canada Dry,149.1,4.4
MacMillan,148.9,17.8
American Optical,148.8,10.1
Rheingold,148.4,5.1
Air Products & Chem.,146.9,9.2
Black & Decker,146.8,13.3
Insilco,146.7,8.5
Riegel Paper,146.6,7.9
Western Publishing Group,146.5,6.9
Warnaco Group,145.8,3.5
Olivetti Underwood,145.6,3.7
Cooper Industries,145.4,12.6
Endicott Johnson,145.4,3
Varian Associates,145.2,8.5
Cowles Communications,145.1,4.6
St. Joseph Lead,145.1,22.7
Cabot,145.1,12.2
Curtiss-Wright,144.1,9.4
Hanna Mining,143.7,18.5
Freeport Sulphur,143.6,32.2
Phillips-Van Heusen,143.3,4.3
Standard Pressed Steel,143.2,6.4
Standard Packaging,143.2,1.2
Fibreboard,143,4.8
Robertson-Ceco,142.9,7.8
Riegel Textile,142.4,7.4
Hobart,142.1,12.3
AMP,141.8,15
Flavorland Industries,141.5,0.7
Keystone Consolidated Industries,141.5,3.8
Sprague Electric,141.5,8.8
Wm. Wrigley Jr.,140.4,14.7
Consolidated Cigar,140.2,8.9
Green Giant,139.5,4.6
"U.S. Smelting, Refining & Mining",139.1,12.9
General Host,139,1.5
Hoerner Waldorf,139,11.1
Ceco Industries,138.5,6
Federal Pacific Electric,138.3,4.6
Carpenter Technology,137.6,14.9
Blue Bell,137.1,5.7
Lukens Steel,137.1,8.2
Farmers Union Central Exchange,136.9,10.8
Reichhold Chemicals,136.7,5.7
Ideal Basic Industries,136.1,13.9
Bucyrus-Erie,135.9,14.3
Warner & Swasey,135.5,12.3
Island Creek Coal,135.2,7.5
Harbison-Walker Refractories,135.2,11.8
Hoover Universal,134.4,9
American Biltrite Rubber,133.1,4.7
P.R. Mallory,133.1,9
Todd Shipyards,132.9,3
Sheller-Globe,132.9,6
Trans Union,132.9,16.3
Texasgulf,132.7,28.1
Bangor Punta,132.1,5.5
Becton Dickinson,131.6,10
Morton International,131.5,5.6
Maytag,131.3,16
Schering-Plough,131.2,16.8
B.V.D.,131.1,6.6
Mead Johnson,131.1,7.3
Parker Hannifin,130.7,8.4
Signode,129.5,8.8
Curtis Publishing,128.9,0.3
