Company,Revenue,Profit
H.J. Heinz,262.4,10.6
Aeroquip-Vickers,259.1,29.2
Wheeling Pittsburgh,256.3,17.7
Fruehauf,255.6,6.3
Mack Trucks,254.2,12.1
Richfield Oil,253.9,26.6
Kimberly-Clark,253.3,21.6
Skelly Oil,251.4,34.1
Revere Copper & Brass,250.5,9.6
Arden Farms,250,2.4
Rockwell-Standard,249.5,11.9
Del Monte Foods,249.3,11.4
Armstrong Holdings,247.4,13.3
Brink's,246.2,7.4
Textron,245.8,6.5
ACF Industries,245.6,8
Johnson & Johnson,244.1,12.9
American Viscose,239.4,14.9
A.O. Smith,238.2,7.1
Hercules,235.9,17.7
Electric Autolite,231.6,2.3
Dresser Industries,230.3,17.3
Quantum Chemical,229.9,20.1
Pet,229.4,29
Dana,228.5,17.3
J.E. Seagram,228.5,12.3
Motorola,227.6,8
Eaton,227.2,13
Glidden,226.3,8.1
Oscar Mayer,219.7,5.7
Brown Shoe,219.1,8.5
Bell Intercontinental,216,5.8
Anheuser-Busch,214.7,9.8
Westinghouse Air Brake,214.7,11.9
Timken,214.5,21.8
Hearst Consolidated Publications,211.2,1.2
Archer Daniels Midland,210.9,5.9
McGraw-Edison,210.6,14
White Motor,207.4,7.2
Cannon Mills,206.4,10.6
Champion International,202.8,11.3
American-Marietta,202.3,16.2
Kellogg,201.7,15.1
Kaiser Steel,201.5,23.6
Gillette,200.7,31.5
AMF,198.1,9
Grumman,197.5,7.7
Baldwin-Lima-Hamilton,195.3,3.7
Genesco,195.2,5.9
GATX,195,13.6
Carrier,193.2,9.4
Ingersoll-Rand,189.1,36.1
Grinnell,189,8.8
Celanese,188.3,16.9
Westvaco,187.6,16.3
GK Technologies,186.6,12
Curtis Publishing,186.6,6.2
McDonnell Douglas,186.2,6.8
Abex,186.1,9
Altria Group,182.5,12.8
Admiral,182,1
Eli Lilly,181.5,30.1
Staley Continental,181,4.9
Sharon Steel,178.7,13.3
Pfizer,178.4,18.3
Pittsburgh Steel,178.3,6.2
Sterling Drug,177.7,16.9
Eastern Gas & Fuel Associates,176.9,10.8
Walter Industries,176.1,3
Raytheon,175.5,1.3
Rheem Manufacturing,173.9,-9.7
Owens Corning,173.1,10.4
Norton,173,N.A.
Merck,172.4,20.2
National Sugar Refining,172.1,2.6
Alco Products,170.4,4
Studebaker-Worthington,170.2,9.3
BOC,169.8,15.7
Combustion Engineering,169,6.5
Mead,168.3,13.4
Blaw-Knox,167,7
Central Soya,166.6,2.7
Budd,166.6,14.2
Wesson Oil & Snowdrift,165.4,4.1
Rohm & Haas,164.1,16.1
Link-Belt,163.9,11.1
McLouth Steel,163.9,8.8
Bridgeport Brass,163.3,4.7
Union Camp,163.1,21.5
Corning,163.1,18.4
Schenley Industries,160,8.4
Stokely-Van Camp,159.5,4.5
Anaconda Wire & Cable,159.4,9.6
Stauffer Chemical,159.1,13.7
Tecumseh Products,159,7.4
Cone Mills,156.2,5.5
Dart Industries,155.6,4.5
Fairchild Engine & Airplane,155.1,2
Kelsey-Hayes,154.6,7.1
Champion Papers,154.2,13.1
General Precision Equipment,153.3,2.4
Marathon,152.9,9.1
National Gypsum,151.9,14.3
Endicott Johnson,151.4,2.8
Sunshine Biscuits,150.6,6.9
Ex-Cell-O,150.3,14.1
Cincinnati Milacron,149.5,8.1
Hershey Foods,148.7,12.9
Campbell Taggart,147,8.2
Scovill,146.4,4.3
Clark Equipment,145.4,9.4
American Bakeries,144.4,5.9
General Host,143,2.4
Zenith Electronics,141.5,6.2
Chemetron,141.2,9.5
H.K. Porter,140.7,7.6
Simmons,140.5,6.3
Garrett,139,4.8
ITT Rayonier,137.9,14
Granite City Steel,137.1,15.1
Keebler,137.1,3.8
"Fairbanks, Morse",135,3.9
Interlake,134.2,7
"Parke, Davis",134.1,17.6
Diamond International,133.7,8.9
GAF,133.7,5.1
WestPoint Stevens,133.3,5.6
Warner-Lambert,131.1,11.4
Fibreboard,127.4,5.9
Coltec Industries,126.1,7.1
Bemis,125.6,2.7
Collins Radio,125.1,3.1
Continental Motors,125.1,1.6
Detroit Steel,123.4,8.7
Yale & Towne Manufacturing,122.6,6
Dan River,122.4,5.4
Squibb,122.3,8
American Bosch Arma,122.2,4.8
Outboard Marine,122,12.1
Georgia-Pacific,121.3,7.4
Stewart-Warner,121.3,6.6
Maxus Energy,121.3,10.4
Joy Technologies,121.1,10.9
Anchor Hocking,120.1,6.2
St. Joseph Lead,119.9,10.3
Cleveland-Cliffs,119.8,13.9
Barium Steel,119.5,7
U.S. Pipe & Foundry,118.9,12.1
Keystone Consolidated Industries,118.3,10.1
Chance Vought,118.2,4.1
Newport News Shipbuilding,117.8,3.4
American Chain & Cable,117.6,7.5
Island Creek Coal,117.5,8.8
Amsted Industries,117.1,8.4
Eagle-Picher Industries,116.4,5.9
Best Foods,115.3,6.8
Lorillard,115.2,4.5
Crown Holdings,115.1,0.4
Minute Maid,114.8,1.3
Rockwell Manufacturing,114.8,9.4
Plymouth Oil,113.3,8
Maytag,113,8.5
Inmont,111.1,4.7
Hooker Chemical,110,11.5
Norton Simon,109.8,4.2
R.R. Donnelley & Sons,109.7,7.6
Interlake Iron,108.8,8
Beaunit,108.2,9
Amerada Hess,107.9,26.5
Cletrac,107.9,1.9
Cluett Peabody,107.5,4.8
Sunbeam/Oster,107.2,10.2
Flintkote,107.1,5.8
I-T-E Imperial,106.9,5.2
Interstate Brands,106.4,3.5
Pacific Vegetable Oil,106.3,0.7
Cummins,105.8,5.7
Mohasco,105.5,3.7
U.S. Industries,105.4,4.4
Lukens Steel,105.2,7.5
Kendall,105,4.1
Material Service,105,11.5
Carborundum,104.9,6.3
US Pharmaceuticals,104.6,18.9
USM,104.3,18.9
Automatic Canteen,104.2,2.4
Fairmont Foods,102.7,1.3
Square D,102.4,11.7
Pabst Brewing,101.1,-0.8
Wagner Electric,100.7,6.2
Foster Wheeler,100.7,1.1
Federal-Mogul,100.6,8.9
Copperweld Steel,100.5,3.4
Ward Foods,100.3,1.3
Gerber Products,99.7,6
Stanley Works,98.8,5.1
Pepperell Manufacturing,98.8,2.3
Lone Star Industries,98.3,16.2
Colorado Milling & Elevator,98.1,1.1
Peabody Coal,97.5,7.2
PepsiCo,97,8.9
Abbott Laboratories,96.8,10.9
Imcera Group,96.6,5.4
Royal McBee,95.9,5.7
Cerro,95.6,8.1
ESB,94.8,3.6
Riegel Textile,94.7,3.3
Harbison-Walker Refractories,94.7,11
Thomas J. Lipton,93.7,5
Allied Mills,93.3,2.9
City Products,93.2,4.6
Spencer Kellogg & Sons,92.7,1.2
Certainteed,92.1,4.9
Southern States Cooperative,91.8,5.2
U.S. Hoffman Machinery,90.9,1.1
LTV,90.3,2.3
Rohr,90,3.2
Vertol Aircraft,90,3.4
Wm. Wrigley Jr.,90,11.2
Liebmann Breweries,90,N.A.
Bristol-Myers Squibb,89.4,5.6
McGraw-Hill,88.7,7.9
Lone Star Steel,88.7,10.2
Superior Oil,88,5
Case,87.1,-1
AM International,87,7.3
Avon Products,86.8,8.1
Bucyrus-Erie,86.6,6.8
Bliss (E.W.),85.8,3
Paccar,85.8,2.8
Revlon,85.8,8.4
Olivetti Underwood,85.2,-8.1
Falstaff Brewing,84.8,4.1
Bigelow-Sanford,84.7,2.8
Raybestos-Manhattan,84.6,4.1
Texasgulf,84.6,28.1
Kroehler Manufacturing,84.3,4.9
Walworth,84.3,4.5
Richardson-Vicks,83.7,7
Chicago Pneumatic Tool,83.4,10.4
Joslyn Manufacturing & Supply,83.3,4
Hines (Edward) Lumber,81.7,4.8
National Can,81.5,2.2
Joy Global,81.1,3.3
Handy & Harman,81.1,1
Bulova Watch,80.1,3.5
Wyandotte Chemicals,79.6,5
Hartmarx,79.5,2.5
Cutler-Hammer,79.4,6.9
Philadelphia & Reading,79.2,8.6
Suntide Refining,79,3.2
Butler Manufacturing,78.9,4
Briggs & Stratton,78.1,8
Minnesota & Ontario Paper,78.1,7.7
Ideal Basic Industries,77.7,19.2
"American Zinc, Lead & Smelting",76.8,3.2
Lees (James) & Sons,76.6,4.2
Celotex,76.5,5.9
Ruberoid,76.4,4.3
Harsco,76.3,5.8
Murray Corp.,76.2,8.4
Motor Products,76,-1.2
Dayco,75.8,2.6
Lehigh Portland Cement,75.8,10.7
American Optical,75.7,2.4
Houdaille Industries,75.4,3.1
Crowell-Collier Publishing,74.8,N.A.
Beech Aircraft,74.5,3.3
Trane,74.4,5.7
Northwestern Steel & Wire,74.2,5.1
Emerson Radio & Phonograph,73.9,84.9
Clevite,73.6,4
Continental Copper & Industries,73.3,4
Ceco Industries,73.1,3
Midland-Ross,72.8,2.8
Remington Arms,72.7,8.1
Robertshaw Controls,72.6,4.2
Pennwalt Corp,72.4,3.6
American Forest Products,72.1,2.4
Tennessee Corp.,71.9,9.6
Dole,71.8,2.7
Lily-Tulip Cup,71.6,6.1
Armstrong Rubber,71.3,2.8
Kayser (Julius),70.9,0.9
Magnavox,70.5,3.1
Publicker Industries,70.4,0.3
Virginia-Carolina Chemical,70.2,1.4
Consolidated Papers,70.1,7.3
Savannah Sugar Refining,69.5,2.1
Cuban Atlantic Sugar,69.5,3.3
Carey (Philip) Manufacturing,69.4,2.6
Mueller Brass,69.4,2.5
Alan Wood Steel,69.3,3.1
Times Mirror,69.1,3
Todd Shipyards,69.1,1.8
American Agricultural Chemical,68.5,4.1
P.R. Mallory,68.4,3.1
Great Western Sugar,68.1,4
Freeport Sulphur,68.1,13.4
Berkshire Hathaway,68,0.9
Gould-National Batteries,67.9,3
Bibb Manufacturing,67.9,3
Glen Alden,67.6,1.6
Anderson-Prichard Oil,67.6,7.4
Champlin Oil & Refining,67.5,9.5
General Refractories,67.2,7.2
Great Northern Paper,67.1,6
Atlas Powder,67.1,4.2
Calumet & Hecia,66.7,4
Laclede Steel,66.5,4.1
Cessna Aircraft,66.3,4.2
Climax Molybdenum,66.3,15.2
Minneapolis-Moline,66.2,0.5
Premcor,65.8,2.6
Columbian Carbon,65.5,4.8
Sundstrand,65.4,3.4
Natl. Malleable & Steel Castings,65.2,3.8
Fedders,65.2,3.3
American Metal Products,65.2,4
Bird & Son,65,2
Reliance Electric,64.8,2.9
Canada Dry,64.7,3.1
Sutherland Paper,64.7,4.1
Arvin Industries,64.6,3.8
Consolidated Cigar,64.4,2.8
Vanadium,64.3,5.9
Harshaw Chemical,64.3,2.4
Warren (S.D.),64.2,4.7
Gardner-Denver,64.1,7.4
Lear,63.9,2
Udylite,63.7,2
Burrus Mills,63.6,-3.3
Western Publishing Group,63.3,4.1
Daystrom,63.2,1.8
United Engineering & Foundry,62.7,3
Reeves Brothers,62.3,1.4
Langendorf United Bakeries,62.1,1.1
Hupp,62,0.6
Erwin Mills,61.8,1.7
Oxford Paper,61.7,4.6
Carpenter Technology,61.6,5.8
Mansfield Tire & Rubber,61.6,1.4
Motor Wheel,61.5,1.4
Masonite,61.4,7.2
Cooper-Bessemer,61.2,4.8
South Penn Oil,61.2,6
Consolidated Coppermines,61.1,5.7
