Company,Revenue,Profit
Becton Dickinson,456,33.8
Bell & Howell,455.4,-5.8
Inmont,451.6,11.6
Westmoreland Coal,451.5,60.2
Cincinnati Milacron,450.2,9.9
National Service Industries,448.3,17.6
Purex Industries,447.3,18.9
Texasgulf,444.6,103.2
Spencer Foods,444.3,1.8
Southwest Forest Industries,442.9,2
Hoerner Waldorf,441.2,28.2
Tosco,437.9,-3.6
Flintkote,435.3,12.4
Willamette Industries,434.6,34.3
Simmons,434.3,10.3
Saxon Industries,434.3,5.8
Sheller-Globe,430.4,14.8
SuCrest,430.4,4.3
Trane,427.1,15
Ex-Cell-O,423.5,20
Gardner-Denver,423.1,32.5
Interstate Brands,422,6.3
General Instrument,419.7,11.8
Lubrizol,419.1,46.9
American Bakeries,417.2,5.7
UV Industries,417,24.4
Miles Laboratories,413.8,15.4
Parker Hannifin,411.2,19.3
Consolidated Aluminum,411.1,-28.4
Rath Packing,410.8,-6.6
H.P. Hood,410.5,-3
Cabot,410.1,-8.9
AMP,409.6,27.8
New York Times,408.9,12.8
Reichhold Chemicals,407.9,15.9
Questor,406.5,2.3
Green Giant,405.8,8.8
Dan River,404.4,-2.9
Savannah Foods & Industries,401.6,16.3
Dayco,401.5,8.8
Cutler-Hammer,400.9,15.3
VF,396.4,26.5
Congoleum,395.9,9.6
Cannon Mills,395.2,18.7
Hobart,393.8,19.3
Tecumseh Products,393.4,19.7
Hygrade Food Products,388.6,5.3
Norris Industries,387.4,18
Louisiana-Pacific,386.7,16.7
Alumax,383.8,20.7
Kellwood,383.6,0.4
Koehring,383.3,3.6
Superior Oil,382.1,55.3
Revere Copper & Brass,382.1,-31.3
Joy Global,373.8,23.5
Emhart,371.1,22.6
McLouth Steel,365.8,5.7
Ball,365.3,14.1
Cyprus Amax Minerals,365.3,11.1
Envirotech,364.7,6.9
Cameron Iron Works,361.9,36.7
Vulcan Materials,360,27.7
American Hoist & Derrick,359.2,11.4
Signode,357.6,17.1
Kewanee Industries,357.4,27.7
Gannett,355.4,38.5
Dairylea Cooperative,355.1,N.A.
Brockway,354.6,17.8
Federal-Mogul,354.2,4
Collins & Aikman,354.1,2.5
Bucyrus-Erie,353.1,29.9
Amtel,349.4,6
Hughes Tool,348,43.4
Eagle-Picher Industries,347.1,18.7
Thiokol,345.1,14.3
Robertson-Ceco,344,16.4
Hyster,342.3,10.1
Mapco,342.2,49.3
Bluebird,341.5,3.6
Twentieth Century-Fox Film,340.6,22.7
Wm. Wrigley Jr.,340.5,27.5
Arvin Industries,340.3,4.8
Handy & Harman,338.4,12.7
Warnaco Group,337.9,0.4
Keystone Consolidated Industries,337.6,11.4
Tektronix,336.6,26.3
Inland Container,335.2,29.5
Bausch & Lomb,333.9,16.2
Federal Paper Board,333.7,16.6
Insilco,332.8,14.7
Wheelabrator-Frye,332.2,14.6
Columbia Pictures Industries,332.1,10.5
Hanna Mining,331.6,47.4
NVF,331.2,12.7
Mattel,329.3,-19.9
General Infractories,329,9.3
Gerber Products,328.1,16.3
Acco Industries,327.8,6.7
GK Technologies,326.6,21.7
Curtiss-Wright,326.4,14.3
Dover,326.4,24.5
Ferro,323.7,15.2
Idle Wild Foods,323.2,1.9
Talley Industries,321.6,8.7
Jonathan Logan,320.8,6.2
Seaboard,320.5,1.6
International Systems & Controls,318.4,6.3
Roper,317.5,5.4
Briggs & Stratton,316.3,18.3
Phillips-Van Heusen,316.2,-1.3
Hanes,314.8,10.6
Nalco Chemical,313.9,32.1
Masco,310.9,33.7
Varian Associates,310.4,7.7
Washington Post,309.3,12
United Refining,307.5,5.6
Household Manufacturing,306.6,8.4
Belco Petroleum,306.3,21.2
Foxboro,305.3,20.1
Nashua,304.9,2.8
Northwestern Steel & Wire,304.3,26.8
Fieldcrest Cannon,303.3,9.9
Peabody International,302.7,10.7
Flavorland Industries,301.8,-0.4
Fleetwood Enterprises,300.5,5.1
Wean United,298.5,6.1
Applera,297.4,19.1
Monfort of Colorado,297.4,9.4
Ecolab,297.2,15.7
