Company,Revenue,Profit
Tecumseh Products,129.5,6.3
GK Technologies,129.4,6.5
Diamond International,128.8,9.1
General Host,128.7,2.1
WestPoint Stevens,128.6,5.1
Keebler,127.1,3.6
"Parke, Davis",123.1,14.3
Union Camp,123,14.3
Newport News Shipbuilding,122.5,4.8
Bemis,121.8,2.1
St. Joseph Lead,121.5,12.7
GAF,121.2,4.2
Alco Products,120.7,4.3
Sunshine Biscuits,119.2,6.1
Granite City Steel,116.3,12.6
Eagle-Picher Industries,114.5,5
Cleveland-Cliffs,114.5,13.4
Stewart-Warner,113.8,6.2
Anchor Hocking,113.8,6.1
Crown Holdings,113,1.8
"Fairbanks, Morse",111.9,2.7
U.S. Pipe & Foundry,111.3,11.3
Maxus Energy,110.3,8.4
Interlake,109.9,6.2
Blaw-Knox,109.2,2.4
Warren Petroleum,109,10.1
Collins Radio,108.4,3.5
Minute Maid,106.5,3.1
H.K. Porter,106.1,6.4
Long-Bell Lumber Co.,105.7,9.7
Chemetron,105.5,5.6
Yale & Towne Manufacturing,104.9,4.7
Cincinnati Milacron,104.7,4.4
Best Foods,104.1,4.9
Garrett,103.4,3.7
Colorado Milling & Elevator,102.8,1.1
Detroit Steel,101.8,6.3
Amerada Hess,101.8,25.4
Keystone Consolidated Industries,101.4,9.5
American Chain & Cable,101.1,6.1
Flintkote,101,4.9
Inmont,100.5,4.7
Interstate Brands,99.7,3.4
Interlake Iron,98.8,8.5
Plymouth Oil,98.1,6.9
Allied Mills,97.8,2.8
Kendall,97.6,3.8
Ward Foods,97,1.5
Imcera Group,96.5,6.3
Automatic Canteen,95.8,1.9
National Container,95.3,8.4
Case,94.8,0.9
Pocahontas Fuel,94.8,4.8
Fairmont Foods,94.5,1
Hooker Chemical,94.2,10.6
Texasgulf,93.6,32.4
Maytag,93.1,6.3
Stanley Works,92.5,5.6
Ex-Cell-O,92.5,9.5
Wagner Electric,92.3,4.7
Georgia-Pacific,92,6.2
Dan River,91.7,3.8
Abbott Laboratories,91.7,9.7
US Pharmaceuticals,91.7,16
Lone Star Industries,91.5,14.8
Squibb,91.1,3.7
ESB,90.8,2.6
Spencer Kellogg & Sons,90.3,0.3
Sunbeam/Oster,90.1,6.9
Foster Wheeler,90.1,1.3
Warner-Lambert,90,8.1
Carborundum,89.8,5.2
Fibreboard,89.8,6.5
PepsiCo,89,9.5
Emerson Radio & Phonograph,87.4,2.5
Cluett Peabody,87.4,3.8
Thomas J. Lipton,87.2,3.5
Gerber Products,86.7,5.5
Riegel Textile,86.3,1.6
Paccar,86.2,3.6
Wm. Wrigley Jr.,86.1,11.6
Outboard Marine,85.9,6.4
Hines (Edward) Lumber,85.6,5.2
Norton Simon,85.6,2.4
Federal-Mogul,85,7.8
Royal McBee,84.7,3.6
Pepperell Manufacturing,84.7,1.9
Houdaille Industries,84.6,2.8
Beaunit,84,3.9
Industrial Rayon,83.7,10.7
National Automotive Fibers,83.5,2.2
Motor Products,83.5,-1.7
Liebmann Breweries,83,N.A.
Rockwell Manufacturing,82.9,6.8
Raybestos-Manhattan,82.9,3.7
Bigelow-Sanford,82.7,2.4
York International,82.7,2.4
Rohr,82.4,3.3
Olivetti Underwood,82.4,1.5
Ruberoid,82.1,4.5
Joy Technologies,81.9,5.7
U.S. Industries,81.3,3.6
City Products,81.3,4.1
Cummins,81,4.5
Coltec Industries,81,1.9
Amsted Industries,80.7,3.8
Midland-Ross,80.6,4.4
Harbison-Walker Refractories,80.5,7.7
Hazel-Atlas Glass,79.9,3.4
Island Creek Coal,79.4,6.2
Lukens Steel,79.3,1.7
Superior Oil,78.9,3.4
Square D,78.7,8.4
Handy & Harman,78.7,0.9
Motor Wheel,78.6,3
Copperweld Steel,78.5,2.4
LTV,78.2,3.1
Virginia-Carolina Chemical,77.5,2.4
Falstaff Brewing,77,4.4
Beech Aircraft,77,3.6
"American Zinc, Lead & Smelting",76.7,2.6
McGraw-Hill,76.7,6.3
Bulova Watch,76.4,3
Kroehler Manufacturing,76.2,4.1
Bristol-Myers Squibb,75.7,4.9
Barium Steel,75.1,0.7
Hartmarx,74.8,1.7
Mansfield Tire & Rubber,74.6,1.8
Cerro,74.1,14
Daystrom,73.8,1.7
American Bosch Arma,73.8,3.4
Mohasco,73.7,1.7
Joslyn Manufacturing & Supply,73.5,3.2
AM International,73.4,6.7
Minnesota & Ontario Paper,73.1,7.4
I-T-E Imperial,73,1.8
Murray Corp.,72.9,5.7
Bibb Manufacturing,72.8,1.9
Great Western Sugar,72.7,4.2
Richardson-Vicks,72.7,6.5
Minneapolis-Moline,72.3,0.7
Clevite,71.9,4.9
Bucyrus-Erie,71.7,6.5
Lees (James) & Sons,71.3,3.4
American Forest Products,71.3,2.6
American Enka,71.3,7.1
Celotex,71.1,5.1
American Optical,71,2.6
Crowell-Collier Publishing,70.9,0.8
Lehigh Portland Cement,70.9,11.3
National Can,70.9,1
Times Mirror,70.7,3.2
Ideal Basic Industries,70,13.8
Dayco,69.2,2.3
Remington Arms,69,7.9
Armstrong Rubber,69,2.7
Avon Products,68.9,6
American Agricultural Chemical,68.7,4.4
Carey (Philip) Manufacturing,68,2.6
Pennwalt Corp,67.8,3.5
Mueller Brass,67.7,2.5
Arvin Industries,67.4,4.1
Cuban Atlantic Sugar,67.3,3.1
Tennessee Corp.,66.5,7.7
Joy Global,66.3,1.5
Berkshire Hathaway,65.5,0.3
Savannah Sugar Refining,64.6,1.8
Ekco Products,64.5,5.2
Calumet & Hecia,64.4,3.6
Ceco Industries,64.3,2.5
International Silver,64.2,3.1
Todd Shipyards,64.2,1.1
Robertshaw Controls,64,3.8
P.R. Mallory,63.9,2.2
Solar Aircraft,63.9,2.1
American Metal Products,63.5,4.3
Chicago Pneumatic Tool,63.4,7.4
Freeport Sulphur,63.3,12.4
Lily-Tulip Cup,63.1,5.3
Columbian Carbon,62.8,6.3
Bliss (E.W.),62.8,2.1
National Homes,62.3,2.1
Suntide Refining,62.1,1.6
Bird & Son,61.7,2.4
Cutler-Hammer,61.6,5.6
Publicker Industries,61.5,-1.8
Canada Dry,61.4,3.5
Consolidated Papers,61.2,5.6
Climax Molybdenum,61.1,17.4
Anderson-Prichard Oil,61,5
Harshaw Chemical,60.9,2.5
Butler Manufacturing,60.8,1.7
Bates Manufacturing,60.7,2.1
Standard Coil Products,60.5,-0.3
Consolidated Coppermines,60.5,6.2
Continental Foundry & Machine,60.4,2.9
Atlas Powder,60.3,3.5
Elgin National Watch,60.1,1.6
Erwin Mills,59.9,0.7
Mullins Manufacturing,59.8,1.7
Congoleum,59.8,2.2
Gould-National Batteries,59.7,2.6
Tobin Packing,59.3,1.1
Premcor,59,1.4
Natl. Malleable & Steel Castings,59,2.4
Crown Central,58.8,1.7
Dole,58.8,1.4
Glen Alden,58.7,0.2
Servel,58.6,-4
Stanley Home Products,58.5,3.1
Alan Wood Steel,58.4,2.6
Laclede Steel,58.2,4
Briggs & Stratton,58.1,6.6
Du Mont (Allen B.) Labs.,57.8,-3.7
Visking,57.7,5.1
Vertol Aircraft,57.7,1.6
Bohn Aluminum & Brass,57.5,2.2
Vanadium,57.3,5.4
Sutherland Paper,57.3,3.5
Blue Bell,57.1,1.8
Graniteville Co.,56.8,1.3
Commercial Solvents,56.6,3.5
Pittsburgh Coke & Chemical,56.6,3.1
General Refractories,56.5,6
Oxford Paper,56.4,4.1
Langendorf United Bakeries,56.4,1.3
South Penn Oil,55.8,6.1
Signal Oil Gas,55.7,9.6
Champlin Oil & Refining,55.7,7
Great Northern Paper,55.7,5
Sheller Manufacturing,55.6,3.8
Holly Sugar,55.5,2.2
Consolidated Cigar,55.3,2.2
Weatherhead,55.2,2.3
Warren (S.D.),55.1,2.9
