Company,Revenue,Profit
Grinnell,209,7.8
Kaiser Steel,207.1,-8.2
American Viscose,206.7,6.8
Cannon Mills,202.9,13.1
BOC,202.5,14.7
"Parke, Davis",200,30.5
Campbell Taggart,197.6,9.3
Glidden,197.5,6.7
Clark Equipment,196.8,6.7
National Sugar Refining,196.5,0.8
Newport News Shipbuilding,195.3,7.9
Champion Papers,195.1,9.7
Walter Industries,195,3.6
Studebaker-Worthington,194.4,7.7
Rohr,193.2,-2.6
Blaw-Knox,192.8,4.2
Sunshine Biscuits,192.6,8.1
Collins Radio,190.8,6.6
Warner-Lambert,189.8,16.5
Cone Mills,188.5,3.7
Litton Industries,187.8,7.5
Springs Industries,187.6,18.7
Curtis Publishing,186.9,1.1
Westinghouse Air Brake,186.4,7.6
Ingersoll-Rand,185.8,24.8
Norton,181.9,N.A.
Tecumseh Products,180.1,8.7
Eli Lilly,178.5,18.8
Admiral,176.5,-2.5
Hearst Consolidated Publications,174.1,-6.5
General Host,171.9,0.9
Thiokol,171.5,3.6
Outboard Marine,171.4,12.6
Agway,170.8,2.8
Foster Wheeler,170.8,2.8
Hershey Foods,170.3,18.5
Kelsey-Hayes,168.4,3.8
Avon Products,168.2,17.1
Cerro,168,9.4
Schenley Industries,167.5,8
GK Technologies,165.6,8.2
Abex,164.2,5.7
Dan River,162.8,7.3
American Bakeries,162.2,4.4
Stokely-Van Camp,161.9,3.3
GAF,159.8,7.2
Pharmacia,159.4,22.8
Kerr-McGee,157.8,7.3
PepsiCo,157.7,14.2
WestPoint Stevens,156.9,8.2
Farmland Industries,156.2,7.6
AM International,156,12.7
Staley Continental,155.7,4.5
Hooker Chemical,149.8,12.7
Link-Belt,149.6,6.1
R.R. Donnelley & Sons,148.8,10.1
LTV,148.4,3.1
ESB,148.1,6
Philadelphia & Reading,147.4,7.4
Bristol-Myers Squibb,146.7,10.8
Coltec Industries,145.4,0.7
US Pharmaceuticals,144.5,24
Pittsburgh Steel,143.2,1
Anchor Hocking,142.9,7
Carborundum,142.6,7.6
Bridgeport Brass,142.2,3
Scovill,142,2.2
Endicott Johnson,141.5,-1.5
Anaconda Wire & Cable,140.8,0.2
Standard Packaging,140.7,4.2
Interlake,140.5,2.2
Interstate Brands,140.5,3.7
Eastern Gas & Fuel Associates,139.1,6.5
Maxus Energy,138.3,11.7
Packaging Corp. of America,138.3,6.5
Continental Motors,138.1,1.4
Ex-Cell-O,137.6,8.2
Granite City Steel,137.3,11.1
Yale & Towne Manufacturing,136.9,4.5
Revlon,136.4,11.3
Cummins,135.8,6
Chemetron,133.5,4.4
Richardson-Vicks,132.3,14.4
Bemis,131.7,2.9
OfficeMax,131.2,3.4
Gerber Products,131.1,7.1
Keebler,130.5,2.5
ITT Rayonier,129.1,9.5
Superior Oil,129,21.6
Keystone Consolidated Industries,128.8,8.3
Engelhard Industries,128,3.1
Paccar,128,3.7
Sunbeam/Oster,127.5,11.9
Colorado Milling & Elevator,127.2,0.8
KVP Sutherland Paper,127,5.5
Simmons,126.2,3.9
Abbott Laboratories,126,12.4
Inmont,125.8,5.7
Southern States Cooperative,125.7,2.2
Emerson Electric,125.7,6
American Bosch Arma,125.3,1
Magnavox,124.9,6.5
Beaunit,124.1,6.3
Imcera Group,123.9,7.5
Cincinnati Milacron,123.6,2.8
Western Publishing Group,123.1,7.4
Baldwin-Lima-Hamilton,122.8,1.3
Ryan Aeronautical,122.7,2.9
Rheem Manufacturing,122.6,-2.7
Ward Foods,122.2,0.9
Kayser-Roth,121.9,5.6
Crown Holdings,121.2,3.4
Eagle-Picher Industries,120.8,4.8
Peabody Coal,120.8,12.5
Vulcan Materials,120.7,5.9
Amsted Industries,120.1,7.8
Ruberoid,120.1,4.7
Case,119.9,-39.8
Thomas J. Lipton,119.6,7.6
Federal-Mogul,118.5,9.7
Squibb,118.3,9
Midland-Ross,118.1,3.9
McGraw-Hill,116.8,9
Armstrong Rubber,116.8,5
Rockwell Manufacturing,116.1,8
Spencer Kellogg & Sons,116,1
Falstaff Brewing,115.9,5.9
Sharon Steel,115.7,1.1
I-T-E Imperial,115.5,-0.3
Trans Union,115.4,7.8
Copperweld Steel,114.8,2.4
Square D,114.6,11.6
Bell & Howell,114.1,5.1
Cluett Peabody,112.3,4.9
New York Times,112.1,1.7
Fibreboard,111.9,2.1
Kendall,111.6,5.1
Cyclops Industries,111.5,4.4
Mead Johnson,111.3,13.3
Times Mirror,111.1,4.6
Royal McBee,111.1,0.8
American Chain & Cable,110.6,4.2
Pabst Brewing,110.5,2.1
Cutler-Hammer,110.2,4.9
Maytag,109.6,10.7
National Can,109.5,1.1
Stewart-Warner,107.3,6.2
Wagner Electric,105.7,4.2
Allied Mills,105.7,2.5
Cessna Aircraft,103.3,7.3
Potlatch,103.2,5.7
U.S. Pipe & Foundry,103,6.6
Lukens Steel,102.9,4.9
Trane,102.5,6.7
Amerada Hess,102.4,27.6
Joy Technologies,102.1,5.6
Di Giorgio,101,1.3
Champion Spark Plug,100.6,16.7
Wm. Wrigley Jr.,100.5,10.2
Pepperell Manufacturing,100.2,3.5
Federal Pacific Electric,100.2,2.8
Ideal Basic Industries,99.8,13.7
Cletrac,99.8,-15.7
Polaroid,99.4,8.8
Dayco,99.3,-6
Reichhold Chemicals,99.2,3.4
Beech Aircraft,98.9,4.9
Great Western Sugar,98.4,5.9
Delhi-Taylor Oil,98.4,3.7
Riegel Paper,97.9,3.1
Fairmont Foods,97.3,1.7
USM,97.3,10.8
Harbison-Walker Refractories,97.2,10.3
Wyandotte Chemicals,97,4.9
Kern County Land,96.8,15.7
Mohasco,96.5,3.2
Witco,95.6,3
Standard Kollsman Industries,95.6,3.5
Stanley Works,95.4,3
Akzona,95.4,0.7
Howmet,95,4.7
Olivetti Underwood,94.6,-26
Clevite,94,6.8
Safety-Kleen,93.4,-2.2
Inland Container,93.3,6.7
Certainteed,93.2,2.3
North American Philips,92.9,3.6
Yuba Consolidated Industries,92.9,-2.9
Canada Dry,91.8,3.7
Eastern States Farmers' Exch.,91.6,2.8
American Optical,91.5,2.8
Lear,91,3.6
Pennwalt Corp,90.9,4.9
Lily-Tulip Cup,90.7,6.4
Riegel Textile,90.7,2.4
Daystrom,90.6,2.3
Hanna Mining,90.3,10.1
American Agricultural Chemical,90,3.6
Hartmarx,89.9,2.3
Tennessee Corp.,89.9,12
Dole,89.3,2.6
Friden,89.2,5.8
McCall,88.9,1.4
Universal Match,88.8,5.5
Consolidated Papers,88.8,8
Interlake Iron,88.7,4.2
Detroit Steel,88.2,3.6
U.S. Industries,87.7,-0.2
Reliance Electric,87.6,4.8
Houdaille Industries,87.6,2.8
Minnesota & Ontario Paper,87.5,5.8
Cleveland-Cliffs,87,10.1
Premcor,86.9,1.9
Virginia-Carolina Chemical,86.8,3.3
Alco Products,86.7,N.A.
Consolidated Cigar,86.3,4.4
Bliss (E.W.),86.2,1.9
Glen Alden,86.2,-1
Chicago Pneumatic Tool,85.8,9.3
Island Creek Coal,85.7,3.2
Joy Global,85.7,1.2
Ekco Products,85.2,4.8
Fairchild Engine & Airplane,85.1,-6
Carpenter Technology,85.1,6.6
Joslyn Manufacturing & Supply,85,3.3
Lone Star Industries,85,11.8
Bell Intercontinental,84.9,2.2
Gardner-Denver,84.8,7.1
Standard Pressed Steel,84.7,2.6
Lear Siegler,84.1,3.2
P.R. Mallory,83.6,4.4
Miehle-Goss-Dexter,83.5,5
Federal Paper Board,83.1,4
Schering-Plough,82.8,9.9
Miles Laboratories,82.4,4.2
United Engineering & Foundry,82.1,5
Raybestos-Manhattan,82.1,2.9
Union Texas Natural Gas,82.1,14.2
Indian Head,81.9,3.6
Handy & Harman,81.7,1.1
Seaboard,81,1.3
Lehigh Portland Cement,81,7.7
Briggs & Stratton,80.9,7.3
Columbian Carbon,80.5,6.6
Bibb Manufacturing,80.3,3.1
Purex Industries,79.6,3.3
St. Joseph Lead,79.6,3
Evans Products,79.4,-0.6
Tobin Packing,78.7,2
Hammermill Paper,78.7,3.3
Ceco Industries,78.3,1.8
Calumet & Hecia,77.2,2.8
Commonwealth Oil Refining,76.6,6.6
Plymouth Oil,76.4,-2.4
Todd Shipyards,76.3,-1
Fuller (W.P.),76.1,0.1
Anderson-Prichard Oil,75.3,5.3
Champlin Oil & Refining,74.3,9.2
Langendorf United Bakeries,74.3,1.7
Oxford Paper,74.3,4.8
Bigelow-Sanford,74.2,1.4
Spencer Chemical,74.1,6.7
Harris,74.1,5.7
Grolier,74,4.6
American Petrofina,73.8,1.2
Gould-National Batteries,73.8,3.7
Robertson-Ceco,73.6,2.5
Harshaw Chemical,73.4,1.8
American Forest Products,73.3,0.4
Sundstrand,73.2,2
National Homes,72.5,1.3
Maremont,72.4,2.6
