Company,Revenue,Profit
Grumman,316.7,6.1
Ashland,312.9,15.3
Pfizer,312.4,31.4
Phelps Dodge,312.3,38.1
Anheuser-Busch,309.8,15.1
Champion Papers,306.8,9.3
Armstrong Holdings,302.7,18.5
Pet,301.5,8.7
Studebaker,298.5,2.5
Central Soya,298.2,5
Motorola,298.2,9.5
Brown Shoe,297.9,10.5
Liggett Group,297.5,26.8
Furniture Brands Intl.,294.3,5.2
Signal Companies,293.9,13.5
Combustion Engineering,288.9,6.2
Richfield Oil,284.9,25.2
Lorillard,284.8,28.4
Celanese,284,20.6
J.E. Seagram,280.9,15.4
Kaiser Industries,277.1,6.9
Sherwin-Williams,276.1,14.6
Oscar Mayer,273.8,4.6
Koppers,273.4,6.7
USG,272.7,36.7
Kellogg,272.5,22.3
"Libby, McNeill & Libby",270,2.6
Rath Packing,268.4,-1.9
Northrop Grumman,267.5,8.7
Carrier,266.3,7.4
Kaiser Steel,266,17.1
M. Lowenstein,261.5,1.5
Dart Industries,260.9,9.6
Champion International,256.1,6.6
Zenith Electronics,254.6,18
Otis Elevator,253.6,-1.7
Gillette,253.5,42.8
Westvaco,251.6,8.3
Newport News Shipbuilding,250.4,7
Litton Industries,250.1,10.2
GATX,249.3,16.2
Flintkote,248.8,11.5
Skelly Oil,245.5,23.9
H.K. Porter,242.2,3.5
Consolidation Coal,240.8,23.4
Timken,240,16
Diamond International,238.5,13.3
Georgia-Pacific,238.3,13.8
Allegheny International,238.2,11.7
Eaton,236.6,9.5
Dresser Industries,235.7,10.1
General Precision Equipment,234.6,5.9
Texas Instruments,233.2,9.4
CF&I Steel,230.3,0.6
Corning,229.6,25.9
Sterling Drug,229.2,23.5
Merck,228.6,27.2
Union Camp,228.4,17
Owens Corning,226.9,14.3
Mack Trucks,226.8,3
Rockwell-Standard,226.3,11.1
Stauffer Chemical,225.8,17.4
BOC,224.6,12.9
Aeroquip-Vickers,222.2,34.8
A.O. Smith,222,-0.9
American Viscose,219,9.8
National Gypsum,218.2,21.1
Revere Copper & Brass,217.9,7.5
Cannon Mills,217.6,11.8
Rohm & Haas,217.2,19.1
ACF Industries,215.9,3.2
Collins Radio,215.8,3.1
Cone Mills,214.4,2.7
Archer Daniels Midland,213.1,3.7
Budd,207.9,21.9
Wheeling Pittsburgh,207.8,5.3
Glidden,206.7,6.4
Warner-Lambert,204.7,17.4
Curtiss-Wright,203.5,6
Campbell Taggart,202.2,8.1
Grinnell,198.5,7.6
Eli Lilly,198.1,23.1
Springs Industries,198,15
Foster Wheeler,197.9,2.9
McLouth Steel,196.1,14.9
Walter Industries,195.9,3.9
Stokely-Van Camp,195.1,6
Crucible Steel,195,1.7
Fruehauf,194.4,7.3
Thiokol,193.9,5.3
Sunshine Biscuits,193.2,7.6
LTV,192.8,-13.2
Cerro,192.5,4.9
Garrett,191,1.7
Dana,190.5,10.4
Studebaker-Worthington,189,6
National Sugar Refining,188.3,0.1
Avon Products,185.1,20.8
"Parke, Davis",184.3,22.3
Admiral,183.1,2.9
Farmland Industries,182,13.1
Ingersoll-Rand,181.4,23.8
Norton,178.8,N.A.
Curtis Publishing,178.4,-4.2
Hershey Foods,177.3,19.8
Crown Holdings,177,6.7
Agway,175.8,3.2
Kelsey-Hayes,175.4,4
Blaw-Knox,174.5,5.5
PepsiCo,173.9,14.4
Clark Equipment,173.3,7.8
Kerr-McGee,173.3,17
Tecumseh Products,171.8,8.7
Schenley Industries,170.9,12.4
Westinghouse Air Brake,170.3,8.3
Rohr,168.2,5.4
Electric Autolite,167.8,17.7
GK Technologies,167.7,7.3
General Host,167.5,-0.6
Pharmacia,165.9,22.8
Staley Continental,165.7,5.7
Abex,165.1,6.4
Bristol-Myers Squibb,164.4,13
GAF,163.2,4.8
AM International,162.3,12.2
US Pharmaceuticals,161.2,27.1
Emerson Electric,157.6,7.2
American Bakeries,157.5,3.8
Sunbeam/Oster,157,8.5
Dan River,156.9,5.2
Fairmont Foods,156.5,3.3
Jos. Schlitz Brewing,155.3,7
Philadelphia & Reading,153.8,9
Hearst Consolidated Publications,152.8,-8.8
Revlon,151.9,6.6
Richardson-Vicks,151.5,17
Hooker Chemical,150.1,12
R.R. Donnelley & Sons,149.8,10.2
Scovill,149.1,3.1
Maxus Energy,149,10.7
ESB,148.1,6.1
McGraw-Hill,148,10.6
Eastern Gas & Fuel Associates,147,8.3
Anaconda Wire & Cable,145.7,0.3
Chemetron,145.3,3.7
Anchor Hocking,145.1,6.3
North American Philips,144.4,5
Superior Oil,144.3,21.1
WestPoint Stevens,144.3,6.4
Certainteed,142.6,5.9
Link-Belt,142.1,5.1
Ex-Cell-O,142,9.9
Standard Packaging,141.9,4.2
Coltec Industries,141.3,-0.1
Carborundum,141.2,6.3
Magnavox,140.8,9
Bemis,139.8,2.4
Interstate Brands,139.1,2.7
Granite City Steel,139,9
Interlake,138.7,1.9
Cluett Peabody,138.6,6.2
Gerber Products,138.1,8
Squibb,137.7,10.3
Midland-Ross,137.6,5.5
OfficeMax,137.6,3.1
Engelhard Industries,135.8,2.8
Stanley Warner,134.7,4.3
ITT Rayonier,134.7,8
Kayser-Roth,133.9,6
American Bosch Arma,133.6,2
Federal-Mogul,133.2,13.3
Endicott Johnson,133,-12.2
Outboard Marine,132.3,4.8
Imcera Group,131.8,8.1
Southern States Cooperative,131.4,2.5
Inmont,130.7,5
Yale & Towne Manufacturing,130.6,4
Mead Johnson,130.4,9.6
Abbott Laboratories,129.8,12
Thomas J. Lipton,129.7,7.4
Cummins,129.3,6.3
Pabst Brewing,128.7,5.1
Packaging Corp. of America,128.7,4.1
Case,128.7,-32.3
Pittsburgh Steel,128.4,-0.7
Continental Motors,127.9,1.4
Frito-Lay,127.4,4.7
Rockwell Manufacturing,126.4,8.5
Rheem Manufacturing,125.2,-3.9
Cincinnati Milacron,124.4,3.7
Kendall,124,5
Times Mirror,123.9,5.5
Western Publishing Group,123.2,6.9
Allied Mills,122,3
Keebler,121.8,2.2
KVP Sutherland Paper,121.7,5.2
Colorado Milling & Elevator,120.9,1.3
Falstaff Brewing,120.3,5.8
Ward Foods,120.2,-0.7
Castle & Cooke,120.2,5.2
Paccar,119.6,3.5
Armstrong Rubber,119.4,4.8
Peabody Coal,119.3,13.5
Ruberoid,119.1,4.5
Cutler-Hammer,118.3,5.5
Vulcan Materials,117.4,6.9
New York Times,117.2,2.2
Simmons,117,3.5
Square D,115.3,11.7
National Can,114.8,2.2
Cyclops Industries,114.7,4.1
Akzona,114.2,5.8
American Chain & Cable,113.5,3.7
Delhi-Taylor Oil,113.1,3.7
Bell & Howell,113.1,3.9
Stewart-Warner,111.7,6.9
I-T-E Imperial,111.5,0.8
Stanley Works,111,4.3
Fibreboard,110.1,2.2
Eagle-Picher Industries,109.9,2.7
Di Giorgio,109.8,2.9
Beaunit,109.7,3.2
Baldwin-Lima-Hamilton,109.1,1.4
Ideal Basic Industries,108.1,16.7
Todd Shipyards,108,2.9
Maytag,107.4,12.1
U.S. Pipe & Foundry,107.4,5.6
Lukens Steel,106.9,4
Royal McBee,106.8,-1.1
Trans Union,106.8,8.2
Amsted Industries,106.7,5.9
Murphy Oil,106.2,5
Sharon Steel,106,1.1
Howmet,105.7,3.5
Copperweld Steel,104.7,1.5
Standard Kollsman Industries,104.3,3.2
Potlatch,104.3,3.1
Kern County Land,103.8,17.4
Bliss (E.W.),103,3.5
Indian Head,103,3.7
Amerada Hess,102.8,28.6
Keystone Consolidated Industries,102.7,5.1
Wyandotte Chemicals,102.4,4.8
Riegel Paper,102.4,3.3
Reichhold Chemicals,102.3,0.2
Witco,102.3,3.1
Purex Industries,102,4.4
Polaroid,101.5,8.1
Wm. Wrigley Jr.,101.2,11.7
Joy Technologies,100.6,4.2
McCall,100.2,1.6
Botany Industries,100,1.9
USM,99.6,10.5
Inland Container,99.1,6.5
Chesebrough-Pond's,99,5.7
Great Western Sugar,98.6,6.1
Evans Products,98.3,-3
Canada Dry,97.6,4.1
Champion Spark Plug,97.4,14.8
Yuba Consolidated Industries,96.9,-13.7
Wagner Electric,96.8,3.4
Olivetti Underwood,96.8,-8.9
American Agricultural Chemical,96.7,3.8
Safety-Kleen,96.5,0.3
Trane,96.3,5.1
Universal Match,96.2,2.4
Lear Siegler,96.2,2.7
Union Texas Natural Gas,96.1,14.5
Pennwalt Corp,95.6,5.5
Consolidated Cigar,94.5,5
U.S. Industries,94.4,3.1
Eastern States Farmers' Exch.,94.1,2.9
Friden,93.8,5.7
American Optical,93.6,2.9
Lily-Tulip Cup,93.3,6
Calumet & Hecia,93,1.2
Tennessee Corp.,92.6,10.7
Daystrom,92.4,0.6
Fairchild Camera & Instrument,92.3,5.3
Lear,92.1,4.2
Mohasco,91.8,2.6
Glen Alden,91.5,3
Miles Laboratories,91,5.5
Pepperell Manufacturing,90.9,3.2
Commonwealth Oil Refining,90.8,11.5
Hartmarx,90.7,2.5
Hanna Mining,90.2,9.9
Clevite,90.1,5.1
Ryan Aeronautical,89.4,3.3
Alco Products,89.4,0.9
Standard Pressed Steel,88.8,1.8
Hammermill Paper,88.6,2.5
Federal Pacific Electric,88.2,-4.5
Federal Paper Board,88,3.4
Cessna Aircraft,87.7,5.2
Woodward Iron,87.5,6.1
Ekco Products,87.5,5.2
Hupp,86.9,1.1
Premcor,86.6,0.5
Kellwood,86.6,1.9
Harvey Aluminum,86.4,7.1
Lone Star Industries,86.2,13
Raybestos-Manhattan,86,3.2
Interlake Iron,85.9,5.1
Gardner-Denver,85.8,7.2
Riegel Textile,85.7,1.5
Consolidated Papers,85.7,6.6
Hewlett-Packard,85.6,5.9
Emhart,85.5,2.7
Seaboard,85.2,1.1
P.R. Mallory,85.2,4.5
General Steel Industries,85,3.2
Columbian Carbon,84.8,8.1
Handy & Harman,84.7,1.1
Grolier,84.4,4.8
Harbison-Walker Refractories,84.4,7.1
Virginia-Carolina Chemical,83.8,2.3
Harris,83.6,6.1
Chicago Pneumatic Tool,83.2,7.9
Schering-Plough,82.9,10
Plymouth Oil,82.9,-0.6
Miehle-Goss-Dexter,82.8,4.9
Joslyn Manufacturing & Supply,82.6,3.4
United Engineering & Foundry,82.5,5.6
Minnesota & Ontario Paper,82.3,3.3
Tobin Packing,82.1,1.9
American Biltrite Rubber,81.8,2.8
Atlas Chemical Industries,81.8,3.7
Houdaille Industries,81.5,3.2
Briggs & Stratton,80.3,7.4
Joy Global,80.3,1.7
Robertshaw-Fulton Controls,80.2,4
Gould-National Batteries,80.1,3.9
Bigelow-Sanford,80,1.8
Flavorland Industries,79.9,0.1
Ceco Industries,79.8,2.2
Detroit Steel,79.7,2.6
Northwestern Steel & Wire,79.6,7
Island Creek Coal,79.6,3.1
Sundstrand,79.1,1.8
Spencer Chemical,79.1,6.9
Marquette Cement Manufacturing,78,10.6
Sprague Electric,77.3,6.1
Hobart,77,5.8
American Petrofina,77,1
National Homes,76.6,-0.2
Fuller (W.P.),76.2,N.A.
Pitney Bowes,76.1,6.6
