Company,Revenue,Profit
Nabisco Group Holdings,"1,816.60",225.9
Citgo Petroleum,"1,809.90",104.5
OfficeMax,"1,785.90",-85.2
Ralston Purina,"1,746.10",50.9
Sperry,"1,739.40",72.3
Coca-Cola,"1,728.80",167.8
Burlington Industries Equity,"1,727.00",40.1
ARMCO,"1,696.20",50.7
Sara Lee,"1,688.90",59.4
Uniroyal,"1,677.70",43.1
Fortune Brands,"1,626.80",119.4
Ashland,"1,614.00",23.8
Bendix,"1,612.80",42.1
Textron,"1,603.70",71.8
Champion International,"1,599.80",45.8
Gulf & Western Industries,"1,566.30",55.6
TRW,"1,543.60",67.3
National Intergroup,"1,522.10",48.7
Owens-Illinois,"1,507.60",59.6
Bestfoods,"1,500.50",51.6
NCR,"1,465.70",1.3
Chiquita Brands Intl.,"1,448.90",-24
Georgia-Pacific,"1,447.30",86.3
Alcoa,"1,441.20",55.3
Wyeth,"1,429.30",160
American Standard,"1,409.70",-83.8
U.S. Industries,"1,406.80",72.7
BP America,"1,393.80",54.7
Republic Steel,"1,384.80",1.4
FMC,"1,353.60",38.8
Amerada Hess,"1,349.20",133.2
Warner-Lambert,"1,346.10",108.1
Getty Oil,"1,343.40",130.9
Honeywell Intl.,"1,325.90",55.3
Colgate-Palmolive,"1,309.60",44.9
Raytheon,"1,307.80",35.2
Genesco,"1,306.80",15.9
Goodrich,"1,300.30",1.7
Weyerhaeuser,"1,299.50",113.9
American Cyanamid,"1,283.50",94.1
Signal Companies,"1,280.80",28.7
Whirlpool,"1,274.50",50.4
Ryerson Tull,"1,253.60",47.8
PPG Industries,"1,238.50",47.2
Celanese,"1,236.10",-22.7
American Motors,"1,232.60",10.2
PepsiCo,"1,225.40",62.7
Altria Group,"1,210.00",101.5
Deere,"1,188.10",63.3
Marathon Oil,"1,182.50",68.2
BorgWarner,"1,148.20",47.4
Carnation,"1,148.20",50.2
Olin,"1,145.10",24.6
Johnson & Johnson,"1,140.50",101.8
General Mills,"1,120.10",43.9
Teledyne,"1,101.90",56.2
Reynolds Metals,"1,093.20",3.9
Nabisco Brands,"1,070.40",49.9
Bristol-Myers Squibb,"1,066.40",75.8
Combustion Engineering,"1,066.30",35.8
Standard Brands,"1,057.50",39.7
Mead,"1,056.00",23.3
Kennecott,"1,053.40",87.2
Norton Simon,"1,052.40",41.8
Ogden,"1,042.80",15.8
Eaton,"1,035.70",57
Campbell Soup,"1,031.50",67.2
Iowa Beef Processors,"1,015.10",3.8
GenCorp,994.2,48.8
H.J. Heinz,989.7,37.7
Crown Zellerbach,986.4,30.5
Babcock & Wilcox,959.1,20.7
Martin Marietta,958.8,56.5
Pfizer,951.5,90.6
Anaconda,946.5,-356.4
Kimberly-Clark,938,-10.8
Unisys,932.7,74.2
Motorola,926.6,31.8
NL Industries,925,3.3
St. Regis,908.4,18.2
Kaisertech,904.5,19.5
Anheuser-Busch,902.5,71.6
Lykes,901.7,9
Safety-Kleen,875.1,-2.2
Avon Products,873.2,109.1
J.P. Stevens,861.1,-0.6
Allis-Chalmers,853.5,5.2
Associated Milk Producers,853.4,N.A.
Furniture Brands Intl.,847.4,31.5
White Motor,837.9,-13.5
Squibb,830.2,63.5
Merck,828.5,127.2
Hercules,811.9,55.1
Dart Industries,808.9,47.7
Studebaker-Worthington,806.8,31.2
Dresser Industries,805.2,33
Ingersoll-Rand,802.3,64.7
Grumman,799,-18
Crane,791.5,11.2
Otis Elevator,789.6,24.8
Whitman,776.6,13.5
Texas Instruments,764.3,33.7
AMAX,756.9,51.6
American Broadcasting,756.5,13.2
Del Monte Foods,751.9,21.2
Central Soya,751.1,14
Scott Paper,746.6,26.4
Whittaker,744.4,9.5
Clark Equipment,741.5,29
AMF,740.8,42.6
United Merchants & Mfrs.,738.4,16.4
Gillette,729.7,62.4
Eli Lilly,723.3,96.1
Land O'Lakes,721.7,N.A.
Evans Products,717.7,19
Pet,712.1,19.5
Quantum Chemical,709.8,30.5
Phelps Dodge,703.6,75.8
Walter Industries,703.1,32.4
Kidde,702.9,27.2
GAF,699,13.5
Pillsbury,696.7,9.3
White Consolidated Industries,694.3,22.5
Pullman,693.7,11.5
Avco,687.3,28.4
Hormel Foods,686.5,16.7
Manville,685.1,42.7
Quaker Oats,678.7,24.2
Kellogg,677.1,55.1
Agway,668.5,N.A.
Farmland Industries,668.1,N.A.
McGraw-Edison,663.4,26.3
Archer Daniels Midland,659.8,12.2
Asarco,656.8,46
Emerson Electric,656.4,56.1
Sterling Drug,652.4,63.1
Oscar Mayer,651.7,22.4
Coltec Industries,636.7,12.7
Carrier,636,26.8
Dana,632.9,28.2
Magnavox,627.9,34
Amstar,627.9,20.7
Anderson Clayton,625,11.7
Zenith Electronics,613.1,37.4
Time Warner,606.8,23.3
Northrop Grumman,605.1,14.1
Corning,603.4,33.9
Kerr-McGee,603.3,40.7
Ikon Office Solutions,599.2,18.7
North American Philips,598.8,8
Koppers,598.4,18.7
Essex International,593,30.8
Liggett Group,586.4,35.9
Ethyl,577.1,34.9
Maxus Energy,573.1,25.3
Control Data,571.2,35.8
Diamond International,567.2,36
Fruit of the Loom,565.8,47.7
Armstrong Holdings,564,35.5
Sherwin-Williams,554.7,15.2
USG,554.4,38.8
Budd,552.9,5.7
Loews,552.1,64.9
City Investing,542,57.3
Owens Corning,536.7,25.2
Aeroquip-Vickers,530.9,49.5
Wheeling Pittsburgh,528,5.3
Container Corp. of America,526.6,25.7
J.E. Seagram,526.1,24.4
Polaroid,525.5,61
Jos. Schlitz Brewing,522.1,35.2
Lever Brothers,521.5,11.1
Times Mirror,518.8,34.9
Union Camp,518.3,26.1
Imcera Group,517.6,14.5
Paccar,514.4,24.4
Brunswick,514,25.7
Lear Siegler,512,6.2
Rohm & Haas,507.3,29.5
Foster Wheeler,506.1,6
Brown Shoe,505.7,20.4
Akzona,505.5,25.7
Castle & Cooke,501.2,10.1
Cluett Peabody,499.3,11.7
Stauffer Chemical,492.8,24.9
Cummins,492.3,21.5
Allegheny International,484,1.5
Fruehauf,483,19.4
Kayser-Roth,476.9,9.4
Scovill,470.2,14.3
Kaiser Steel,469.9,0.4
Universal Leaf Tobacco,462.9,8.3
Abbott Laboratories,458.1,23.4
National Gypsum,457.6,21.3
A.O. Smith,456.8,11
Chromalloy American,453.4,16.9
Crown Holdings,448.4,28.5
USM,447.9,2.5
Indian Head,446.1,13.3
Eltra,444.6,20.6
M. Lowenstein,444.1,8.9
Universal Oil Products,442.1,-26.9
BOC,440.6,19.1
Ward Foods,439.9,2.1
Pharmacia,438.4,39.8
Schering-Plough,436.8,59.2
National Can,435.9,13.2
Sunbeam/Oster,434,15.3
Intl. Multifoods,433.6,7.4
Westvaco,430.9,4
Di Giorgio,426,6.8
National Industries,425.5,7.3
Cerro,425.2,2.8
Flintkote,423.1,13.8
AM International,412.3,2.4
Timken,410.6,38.1
Richardson-Vicks,408.5,29.8
Admiral,406.7,-0.9
Pennwalt Corp,405.5,13.1
Levi Strauss,405.1,19.4
McGraw-Hill,404.9,19.8
Hoover,402.3,21.7
Coastal,402,36.7
Hershey Foods,401.9,20.5
Revlon,394.1,34.3
Tecumseh Products,387.9,18.4
MacMillan,386.6,10.3
Heublein,385.5,20.2
Kelsey-Hayes,384.5,6
Gold Kist Holdings,381.2,N.A.
Bemis,376.7,6.9
"Libby, McNeill & Libby",375.8,12.5
Hewlett-Packard,375.1,23.9
Lone Star Industries,374.8,18.9
Warner Communications,373.8,41.6
Hartmarx,372,10.3
Hammermill Paper,370.3,4.6
American Beef Packers,364.6,0.2
Allied Mills,359.8,3.1
Mattel,357.9,17.4
Figgie International,357.7,7.6
US Pharmaceuticals,357.2,44.9
CBI Industries,355.8,29.7
Great Northern Nekoosa,355.5,14.2
Apogent Technologies,355.4,17.5
WestPoint Stevens,355.2,6.2
Mohasco,354.3,11.3
Potlatch,354,1.2
Outboard Marine,353.3,23
Metromedia International,352.4,10.1
Interlake,352.1,12.5
Harris,352,14.9
Fedders,351.9,19
Purex Industries,351.5,10.7
GK Technologies,348,16.4
Norton,346.6,11.4
Campbell Taggart,345.7,10.7
Thiokol,345.6,21.8
Dairylea Cooperative,345,N.A.
Gould,342.2,14.3
R.R. Donnelley & Sons,340,24.4
Rexnord,339.1,11.5
Cyclops Industries,338.8,4.2
UV Industries,337.1,4.5
National Service Industries,335.8,20.1
Rohr,335.6,4.6
Fairmont Foods,335.4,5.8
Revere Copper & Brass,335,1.5
Staley Continental,333.9,5.4
ACF Industries,332.7,15.8
Certainteed,331.7,15.1
I-T-E Imperial,330.7,14.8
Hygrade Food Products,330.5,10.2
American Bakeries,330.1,-2
GATX,330.1,38.3
General Host,329.6,7.7
Bell & Howell,329.5,13.5
Inmont,328.2,5.8
MCA,326.1,16.7
Champion Spark Plug,325.9,34.9
Springs Industries,325.6,9.3
U.S. Shoe,324.2,10.9
Cannon Mills,323.5,16.8
Kane-Miller,322.9,2.9
Miles Laboratories,321.8,5
Saxon Industries,319.6,-0.2
Cone Mills,319.1,6.2
Harsco,318.8,16.2
Reliance Electric,315.7,10.7
Simmons,313.4,10.5
Anchor Hocking,312.4,19.2
Dan River,312.4,-2.6
Dayco,312.4,5.3
Pabst Brewing,312,25.3
Carborundum,311.4,12.5
Thomas J. Lipton,308.7,18.6
Air Products & Chem.,307.7,16.3
ESB,306.2,12
Pitney Bowes,304.7,11.3
MBPXL,304,1.9
Stanley Works,303.7,15.3
Chesebrough-Pond's,302.1,23.4
Jonathan Logan,301.5,17.5
Joy Technologies,300.9,15.5
NVF,300.4,5.3
Avnet,296.2,12.4
Kendall,294.4,11.5
Blue Bell,293.9,13.3
Eastern Gas & Fuel Associates,291.4,16.9
New York Times,290.9,9.5
Ampex,290.9,-12
Collins Radio,287.5,-46.6
Black & Decker,286.7,22
Questor,286.4,11.5
Ex-Cell-O,284.3,6.3
Insilco,283.1,10.4
Kellwood,282.7,5.9
Rockwell Manufacturing,281.6,12.6
Chemetron,281.6,2
Rath Packing,281,7.3
Stokely-Van Camp,280.9,6.6
Howmet,280.3,13.2
Interstate Brands,277.4,5.2
Amsted Industries,276.6,9.4
Square D,276.4,30.2
VF,276.1,14.7
Bangor Punta,275.2,2.3
FINA,274.6,13.1
ConAgra Foods,272.6,3
Norris Industries,272.4,15.7
Knight-Ridder,271.4,16.1
Talley Industries,270.6,5.8
Federal-Mogul,269.6,3.3
Premcor,267,3.6
General Instrument,267,4.7
Cabot,265.4,17.7
Curtiss-Wright,262,1.5
Gerber Products,261.9,18.5
Warnaco Group,261.4,6.9
Armour-Dial,259.5,15.8
McLouth Steel,259.1,-8.9
Witco,259.1,10.8
Trane,258.9,16.7
Grolier,256.5,11.6
Commonwealth Oil Refining,255.6,16.2
Becton Dickinson,255.4,16.5
Trans Union,254.8,29.1
H.K. Porter,253.6,2.6
Fairchild Industries,253.3,6.6
Skyline,252.4,14.4
Flavorland Industries,252.1,1.4
Tyco Laboratories,250.9,1.4
Hoerner Waldorf,250.9,11.7
Congoleum,250.6,12.1
Robertson-Ceco,250.6,6.4
Sundstrand,250.3,4.7
Peter Eckrich & Sons,243.5,5.9
Midland-Ross,243,6.5
Cincinnati Milacron,242.2,1.7
Baxter International,242.1,18.2
Green Giant,241.4,5.2
Maremont,241.1,5.2
Vulcan Materials,240.6,9.7
Hobart,240.2,14.6
Cutler-Hammer,240.2,7.3
Koehring,239.9,3.8
AMP,239.6,25
Collins & Aikman,239.2,12.4
Diversified Industries,238,-3.4
Phillips-Van Heusen,237.8,4.4
Gannett,236.6,19.7
Emhart,236.3,14.8
Great Western United,234.1,N.A.
Columbia Pictures Industries,233.3,-28.8
Signode,232.8,13.7
Eagle-Picher Industries,227.8,10.2
F. & M. Schaefer,227.3,4.3
Fieldcrest Cannon,227.3,10.6
G.D. Searle,226.9,36
Bunker Ramo,224.7,4.3
National Homes,222.2,9.7
Penn-Dixie Industries,222.1,1.9
Spencer Foods,219.7,-0.9
Texasgulf,217.7,20.6
Monfort of Colorado,217.6,0.8
Household Manufacturing,217.6,6.8
General Signal,216.5,10.5
Southwest Forest Industries,214.6,5.7
Hyster,214.4,9.8
DeSoto,214,4.5
Roper,212.6,5.4
Brockway,209.6,13.3
Commercial Metals,207.2,1.5
Masonite,206.7,20
Johnson Service,205.3,9.7
Cooper Industries,205,2.6
Ceco Industries,204.9,8
Sheller-Globe,204,5
Cyprus Amax Minerals,203.2,27.8
Farmers Union Central Exchange,203.2,N.A.
Houdaille Industries,201.2,8.4
Keystone Consolidated Industries,199,-0.8
Inland Container,198.5,4.8
Lubrizol,197.6,23.4
Newmont Mining,197.5,54.5
Rheingold,197.4,4
Hanna Mining,197.1,29.6
Easco,196.4,2.8
Parker Hannifin,194.4,6.7
St. Joe Minerals,194.4,19.6
Reichhold Chemicals,194.2,3.6
Willamette Industries,194.2,12.5
Republic,194,-45
Allied Products,193.8,3.1
Automation Industries,193.7,2.2
Fairchild Camera & Instrument,193.1,-7.8
Arcata,193,-10.5
Washington Post,192.7,11.8
Max Factor,192.4,17.4
Gardner-Denver,191.4,20.8
Wean United,190.4,-2.6
Riegel Paper,190,2
Wm. Wrigley Jr.,189.9,17.2
Keebler,188.9,3.2
Varian Associates,187.2,-6.7
Briggs & Stratton,186.2,15.2
Interpace,185.8,7
Fibreboard,185.1,3.8
Bucyrus-Erie,184.7,11.9
Western Publishing Group,184.6,6.9
Cenco,181.8,9.5
Arvin Industries,181.6,5.6
Nalco Chemical,180.9,17.1
Crown Central,179,0.7
Purolator,178.4,9.6
American Chain & Cable,177.9,-6
Ideal Basic Industries,177.1,17.4
Matan Industries,177,2.6
Hoover Universal,176.2,7.2
Hanes,176.1,3.4
