Company,Revenue,Profit
Inmont,152.2,6.6
Curtis Publishing,152,-3.4
Rockwell Manufacturing,151.2,10.1
Eastern Gas & Fuel Associates,151.1,6.3
Interlake,150.1,5.4
Akzona,149.3,9.4
Coltec Industries,148.5,-0.8
Stanley Warner,146.7,3.3
Evans Products,146.1,3.8
Allied Mills,145.2,3
Hearst Consolidated Publications,145.2,-9
National Sugar Refining,145.2,2.6
Murphy Oil,143.9,4.8
Emhart,143.9,5.6
Thomas J. Lipton,143.2,7.7
Pabst Brewing,142.8,8
ITT Rayonier,142.3,12.6
Simmons,141.3,4.4
Granite City Steel,140.2,6.7
Cincinnati Milacron,140,4.6
Amsted Industries,139.8,7.1
Kendall,139.4,5.8
Foster Wheeler,139.4,-3.2
Cyclops Industries,139,6
Amerada Hess,137.9,41.6
Superior Oil,137.1,21.7
Pennwalt Corp,136.2,8.1
Sharon Steel,135.9,0.6
U.S. Pipe & Foundry,135.5,5.9
Square D,134.2,15.8
Pacolet Industries,133.3,-0.6
Ward Foods,133.3,-2.6
Certainteed,133.2,3.1
Falstaff Brewing,132.1,6.3
Colorado Milling & Elevator,131.9,0.9
Packaging Corp. of America,131.5,2.8
Kern County Land,130.7,17.4
Stewart-Warner,128.9,9.6
Keebler,128.8,1.5
Beaunit,128.8,3.9
Potlatch,127.9,3.5
Cowles Communications,127.4,3.5
Purex Industries,126.9,5.7
Lone Star Industries,126.8,14.5
Stanley Works,126.8,4.2
Cutler-Hammer,126.7,5.3
National Can,126.6,3
Trans Union,126.4,8.2
Ideal Basic Industries,126.4,17.2
American Chain & Cable,126,5.3
KVP Sutherland Paper,125.5,5
Baldwin-Lima-Hamilton,124.8,1
Hanna Mining,124.6,12.4
Armstrong Rubber,124.5,4.2
Fibreboard,124.5,4.1
McCall,124.4,3
Keystone Consolidated Industries,124,7
Polaroid,123.5,11.2
Southern States Cooperative,122.9,3
Witco,122.8,4.7
Bliss (E.W.),121.9,3.6
Maremont,121.4,2.2
Inland Container,121.3,7.1
Hammermill Paper,121.1,4.4
Trane,120.4,8.3
Botany Industries,119.7,1.9
Glen Alden,118.8,7.9
Endicott Johnson,118.4,-2.8
Olivetti Underwood,117.9,-6.4
Ruberoid,117.4,3.2
Safety-Kleen,117.3,1.7
Maytag,117.2,14
Hupp,117.2,4.4
Rheem Manufacturing,117,4.1
Chesebrough-Pond's,116.9,8.1
Fairchild Camera & Instrument,116.4,2.7
Riegel Paper,116.4,3.9
Eagle-Picher Industries,116.2,3.6
Vulcan Materials,116,7.3
Hewlett-Packard,115.9,7.1
Consolidated Cigar,115.6,8.6
Fieldcrest Cannon,115.5,5.1
Di Giorgio,115.3,2.1
Grolier,115.1,6.5
International Pipe & Ceramics,113.7,5.4
Wyandotte Chemicals,112.6,4.8
Calumet & Hecia,112.2,2.3
Wm. Wrigley Jr.,111.5,10.8
Todd Shipyards,111.5,1.4
Kellwood,111.3,2.1
Reichhold Chemicals,110.7,2.2
Houdaille Industries,110.7,4.9
Collins & Aikman,110.3,3.6
I-T-E Imperial,110.2,0.3
Great Western Sugar,109.6,7
Howmet,109.6,2.2
Champion Spark Plug,109.3,15
Royal McBee,109.2,1.4
American Optical,109.2,3.7
Miles Laboratories,107.8,6.3
Mohasco,107.8,3
Alco Products,107.6,3.4
Western Publishing Group,107,5.3
Hartmarx,106.9,3.4
Air Products & Chem.,106.7,6.1
Ekco Products,106.2,6.4
Woodward Iron,105.8,6.5
Standard Pressed Steel,105.5,1.1
Cabot,105.4,10.8
MacMillan,105.2,4.4
General Steel Industries,104.5,4.9
Canada Dry,104.3,3.7
Commonwealth Oil Refining,104.3,10.6
Rohr,104.2,2
Wagner Electric,103.9,2.6
Clevite,103.1,6.9
Seaboard,102.9,0.9
Handy & Harman,102.4,1.1
Farmers Union Central Exchange,101.8,9.4
Arvin Industries,101.6,4.3
Copperweld Steel,101.4,3.7
New York Times,101.3,1.1
Flavorland Industries,101,0.3
Eastern States Farmers' Exch.,99,1.9
P.R. Mallory,98.1,6.3
Briggs & Stratton,98,10.6
Jonathan Logan,97.5,4.3
Universal Match,97.1,3.1
Joy Technologies,96.9,3.3
Lily-Tulip Cup,96.8,5.1
Harbison-Walker Refractories,96.8,7.8
Lukens Steel,96.8,5.1
Pepperell Manufacturing,96.5,3.8
Cessna Aircraft,96.4,4.2
U.S. Industries,96,-5.5
Chicago Pneumatic Tool,95.3,9.6
Raybestos-Manhattan,95.2,4.4
Federal Pacific Electric,95,1.7
American Biltrite Rubber,94.8,3.2
Gardner-Denver,94.8,9.4
Federal Paper Board,94.3,1.9
Ampex,93.3,5
Island Creek Coal,93.2,4.3
Hobart,92.8,6.5
Miehle-Goss-Dexter,92.7,3.9
Schering-Plough,92.6,10.5
Gould-National Batteries,92.5,4.1
Mead Johnson,92.3,4.3
Ceco Industries,91.7,2.6
Bucyrus-Erie,91.5,3.2
Detroit Steel,91.2,4.6
Duncan Foods,91.2,1.8
Savannah Sugar Refining,91,2.7
Rexnord,90.8,4
U.S. Shoe,90.4,5.4
Pitney Bowes,90.4,7.4
Bond Stores,90.3,2.1
Atlas Chemical Industries,90.2,4.1
Insilco,89.6,3.8
Northwestern Steel & Wire,89,4.7
Harsco,88.8,8.4
Harris,88.5,6.5
Bibb Manufacturing,88,2.1
Bigelow-Sanford,87.6,3
Cooper Industries,87.1,3.3
Masonite,86.8,6.2
Robertson-Ceco,86.2,2.4
Commercial Solvents,86.2,6
Consolidated Papers,86.2,5.2
Permanente Cement,86,7.7
