Company,Revenue,Profit
PepsiCo,509.9,33.2
Rockwell-Standard,506.8,33.3
Ogden,503.6,8
Quantum Chemical,498.5,31.3
Raytheon,487.8,11
Sunray DX Oil,482.6,38.6
Babcock & Wilcox,481.6,29.4
Manville,480.2,34.1
Hygrade Food Products,477.4,1
AMAX,475,60.1
Zenith Electronics,470.5,33.6
Central Soya,467.4,9.5
Quaker Oats,461.3,16.3
Scott Paper,461,47.3
Phelps Dodge,460,66.6
Altria Group,459.6,26.5
Unisys,456.7,17.5
Lever Brothers,456.3,15.3
McGraw-Edison,455.3,31.9
Pet,453.3,33.5
Champion International,448.7,18.8
Ashland,447.7,31.6
Norton Simon,445.6,12
Otis Elevator,444.6,8.9
Pillsbury,443.4,10.4
Avco,443.2,24.4
Hormel Foods,441.6,4.4
Ingersoll-Rand,437.6,44.3
Texas Instruments,436.4,24.8
Johnson & Johnson,431,31.1
Amstar,430.7,16.4
Del Monte Foods,430.1,19.5
Champion Papers,428.2,18.3
Anheuser-Busch,421.9,25.8
OfficeMax,420.1,17.9
Budd,407.7,28.1
Container Corp. of America,405.7,27.3
Combustion Engineering,402.2,12.1
Dana,394.1,24.3
Xerox,392.6,58.6
Clark Equipment,392.3,22.1
Furniture Brands Intl.,391.9,10.9
Bristol-Myers Squibb,391.4,33.4
Fruehauf,389.5,22.9
AMF,384.9,20.3
Warner-Lambert,383.8,38.4
IPL,377.3,-7.3
BOC,376.8,25.7
Timken,375.7,48.8
Armstrong Holdings,374.7,33.7
Koppers,371,12.1
Crane,370.1,8
Mack Trucks,368.4,4.3
Kellogg,366,35.2
Agway,364.2,6
Dart Industries,360.2,24.3
A.O. Smith,358.4,8.7
Foremost Dairies,356,9.9
Dresser Industries,353.6,18.5
J.E. Seagram,353,18.3
Avon Products,352,47.6
Carrier,350.8,16.5
Hess Oil & Chemical,349.9,13.2
Rohm & Haas,347.6,36.1
Walter Industries,346.8,7.7
Sherwin-Williams,344.8,19.3
Diamond International,343.9,26
Studebaker-Worthington,343.6,9.6
GATX,342.2,27.6
Corning,340.5,40
Northrop Grumman,339.3,8.7
Gillette,339.1,42.3
LTV,336.2,6
Allegheny International,336,19.5
Owens Corning,335.3,19.5
Magnavox,333.3,23
Merck,332,59.6
Cerro,330.8,28.8
Stauffer Chemical,326.8,29.9
Westvaco,324.6,19.4
Archer Daniels Midland,323.2,2.8
Kerr-McGee,320.9,25.1
Intl. Multifoods,320,4.4
WestPoint Stevens,316.8,18.7
Eli Lilly,316.6,41.8
Consolidation Coal,316.1,46.5
Brunswick,314.9,-76.9
Richfield Oil,314.4,23.9
Crucible Steel,313.5,10.7
Cudahy,306.3,-19.3
Ethyl,305,24.2
Kaiser Steel,305,18.3
Oscar Mayer,304.5,6.3
USG,304.2,34.6
ACF Industries,304.1,22.1
Glidden,304,10.5
Sterling Drug,303.3,33.6
GK Technologies,302.5,21.2
"Libby, McNeill & Libby",300.7,2.5
Admiral,299.1,6.5
Essex International,297.9,13.1
Grinnell,296.5,15.4
Midland-Ross,296.1,14.1
Land O'Lakes,294.2,7.4
Paccar,292.4,15.1
Liggett Group,288.8,21.6
Lorillard,288.7,26.7
M. Lowenstein,288.7,6.1
Revere Copper & Brass,288.7,11.5
Philadelphia & Reading,287.5,14
Flintkote,286.9,12.8
Union Camp,283.6,24
Collins Radio,282,4.5
Cummins,280.8,15.1
H.K. Porter,279,5.7
Cannon Mills,278.7,25.4
Aeroquip-Vickers,278,38.5
Rath Packing,277.3,-3.1
Newport News Shipbuilding,275.8,8
Skelly Oil,275.8,34
Westinghouse Air Brake,274.3,15.1
Case,273.6,10.7
Norton,272.7,18.4
Wheeling Pittsburgh,270,-4.6
AM International,269.1,18.4
Scovill,268.2,8.9
Brown Shoe,265.4,14.3
Farmland Industries,263.7,19.3
Inmont,263.3,14.7
Imcera Group,263,20.3
Interlake,262.4,13.9
Abex,260.2,10.5
National Gypsum,259,17.9
North American Philips,257,10.1
Crown Holdings,256.2,14.6
American Bakeries,255,2.9
Cluett Peabody,254.8,10.4
Eltra,254.7,12.4
Cone Mills,253.9,9.6
Emerson Electric,252.7,17.6
Springs Industries,250.6,20.8
Tecumseh Products,249.6,12.1
Jos. Schlitz Brewing,248.8,16
Evans Products,246.9,13.8
Dan River,246.3,13.7
Revlon,245.5,17.3
Hooker Chemical,244.8,23
Hoover,243.8,12.9
US Pharmaceuticals,243.7,42.2
Foster Wheeler,243.4,2.8
Pharmacia,242.4,37.2
General Precision Equipment,240.6,5.1
Kayser-Roth,240.2,10.2
Kelsey-Hayes,239.4,6.1
Abbott Laboratories,236.8,24.7
Engelhard Industries,236,6.3
Ryan Aeronautical,234.7,3.6
Times Mirror,232,16
Di Giorgio,231.8,3.4
CF&I Steel,231,14.3
Sunbeam/Oster,231,16.7
Campbell Taggart,230.7,6
USM,229.1,13
R.R. Donnelley & Sons,228.7,20.5
"Parke, Davis",224.6,32.7
Stokely-Van Camp,223.1,5.5
Staley Continental,220.9,8.4
Schenley Industries,218.8,24
McLouth Steel,216.4,10.9
McGraw-Hill,216.2,18.2
GAF,215.5,13.2
Federal-Mogul,214.8,14.8
Richardson-Vicks,213.4,20.4
Link-Belt,213,9.7
Chemetron,212.1,16.7
Hershey Foods,211.8,24.7
Amerada Hess,208.9,57.2
Maxus Energy,208.6,16.4
Peabody Coal,208.3,22.5
Ex-Cell-O,208,17.5
Squibb,206.2,16.2
Potlatch,204.8,7.2
Carborundum,202.5,13.4
Bemis,202.3,4.9
Polaroid,202.2,29.1
Sunshine Biscuits,201,5.5
Cincinnati Milacron,200.9,10.3
ESB,199.4,9.9
Coltec Industries,199,5.9
Lone Star Industries,194.3,15.7
Gerber Products,194,14.4
Cotton Producers Association,193.6,5.4
Akzona,192.9,15.6
Studebaker,192.7,10.8
Cutler-Hammer,191,8.3
Lear Siegler,190.8,5.7
Stanley Warner,190.8,6.3
Fairmont Foods,189.6,4.6
Indian Head,188.9,3.7
Emhart,188.9,12.2
Amsted Industries,187.9,11.8
Eastern Gas & Fuel Associates,187.8,10.9
Hupp,187.3,-2.7
Rockwell Manufacturing,187,12.3
Sharon Steel,186.8,4.4
Bell & Howell,185.7,6.3
Iowa Beef Processors,185.2,3.9
Blaw-Knox,184.9,3.2
Pittsburgh Steel,183.8,4
Gulf & Western Industries,182.1,5.5
McCall,181.1,5.7
Fairchild Camera & Instrument,181.1,8.5
Outboard Marine,180.7,10.6
Mohasco,180.4,6.7
Pabst Brewing,179.9,10.7
Square D,179.1,24.7
Castle & Cooke,178.6,17.4
CBI Industries,177.7,8.3
Purex Industries,176.1,8.9
Thiokol,176.1,5.9
Cyclops Industries,174.3,10.1
Interstate Brands,173.2,3.9
Murphy Oil,172.1,6.4
Simmons,171.9,6.6
Ward Foods,171.7,1
Anchor Hocking,170.9,8.9
ITT Rayonier,166.9,19.9
American Chain & Cable,166.8,9.3
Granite City Steel,166.6,10.2
Thomas J. Lipton,166.1,11.2
Stanley Works,165.4,6.9
Hartmarx,164.4,8.1
Eagle-Picher Industries,164.2,5.8
Hewlett-Packard,163.6,13.9
Kendall,163.5,8.4
Trane,162.3,12.1
Hammermill Paper,162.2,7.7
Kern County Land,162.1,20.5
Harsco,161.1,15.2
Control Data,160.5,7.9
Beaunit,159.7,6.2
Fieldcrest Cannon,158.9,7.6
Time Warner,158.8,5.9
Pacolet Industries,158.8,4.7
Rohr,158.7,4.8
General Host,156.1,-3.3
Pennwalt Corp,155.7,10.4
Houdaille Industries,155.6,7.2
U.S. Pipe & Foundry,154.4,7.6
FINA,153.7,4.6
Keystone Consolidated Industries,153.4,7.7
Jonathan Logan,153.4,7.9
National Can,153.3,5
Ampex,152.7,7.7
Ruberoid,151.2,6
Falstaff Brewing,151,5.5
Stewart-Warner,150.4,11.2
Universal American,149.7,6.8
Safety-Kleen,149.7,3.8
Joy Technologies,149.4,10.8
I-T-E Imperial,149.1,6.8
Standard Packaging,148.6,-1.2
Cessna Aircraft,148.4,11
Curtiss-Wright,148.3,8.8
Hanna Mining,148.2,16.5
Allied Mills,148,3.1
Armstrong Rubber,147,5.4
Koehring,147,8.2
Vulcan Materials,146.2,11.1
Witco,146,6.3
Consolidated Cigar,144.5,11.5
Arvin Industries,143,5.5
New York Times,140.5,7
Rexnord,139.5,8
Ideal Basic Industries,139,16.9
Inland Container,138.7,8.8
Chesebrough-Pond's,138.6,11
Western Publishing Group,137.8,6.9
Keebler,137.8,2
Miles Laboratories,137.6,8.1
Lukens Steel,137.5,8.5
Riegel Paper,136.9,7.6
Cowles Communications,136.6,5
St. Joseph Lead,136.2,22.8
Kellwood,136.1,3.4
Premcor,136,8.6
Rheem Manufacturing,136,6.9
Calumet & Hecia,135.6,4.2
Grolier,135.3,9.3
Apogent Technologies,133.8,8
Woodward Iron,133.7,10.2
Maremont,133.4,4.6
Warnaco Group,132.8,5.2
KVP Sutherland Paper,132.5,3.2
Copperweld Steel,132.2,6.1
Champion Spark Plug,131.4,18.6
American Optical,131.3,6.6
Flavorland Industries,130.5,1.5
Fibreboard,130.2,5.1
Chicago Pneumatic Tool,130.2,15.6
Handy & Harman,130,1.8
Endicott Johnson,129.5,1.4
Cabot,129.2,7.9
Canada Dry,128.6,5.4
Wm. Wrigley Jr.,128.6,13.1
Bliss (E.W.),128,4.1
MacMillan,127.3,9.3
Bucyrus-Erie,126.6,12.8
American Biltrite Rubber,126.3,4.3
Insilco,126.2,7
Harris,126.2,9
International Pipe & Ceramics,126.1,6.4
U.S. Industries,126,5.6
Warwick Electronics,125.6,2.7
Great Western Sugar,125.5,9.4
Collins & Aikman,125.5,5
Roper,125.4,4.5
"U.S. Smelting, Refining & Mining",125.2,7.2
Miehle-Goss-Dexter,125,4.9
Certainteed,124.9,5.6
Harbison-Walker Refractories,124.7,13.4
Robertson-Ceco,124.7,5.8
Howmet,124.3,4.3
Gardner-Denver,123.3,15
Hobart,123.1,10.3
Morton International,123,6.7
Reichhold Chemicals,122.9,3.5
Curtis Publishing,122.7,11
Beech Aircraft,122.5,5.5
Hoover Universal,121.8,7.1
Colorado Milling & Elevator,121.2,1.3
Air Products & Chem.,121.1,7.4
Commonwealth Oil Refining,121.1,14.2
Wagner Electric,120.9,4
Maytag,120.8,15.2
Standard Pressed Steel,120.4,3.8
Olivetti Underwood,120.3,1.2
Trans Union,120.1,14.7
Black & Decker,119.6,11.4
Farmers Union Central Exchange,118.9,8.7
Rheingold,118.2,4.3
Federal Pacific Electric,117.6,3.5
Coastal,117.6,14.3
Schering-Plough,117.6,14.3
Carpenter Technology,117.4,11.1
Cooper Industries,117.4,7
Ceco Industries,116.9,4.3
Dorr-Oliver,116.8,2
Clevite,116.2,9.7
Green Giant,115.7,3.1
Fairchild Industries,115.5,3.5
U.S. Shoe,114.5,6.4
Warner & Swasey,113.9,11.1
Brockway,113.5,4.7
Hanes,113.5,9
Northwestern Steel & Wire,113.1,7.6
Joy Global,113.1,3.7
Blue Bell,112.9,4.5
Mead Johnson,112.9,5.9
Wyandotte Chemicals,112.5,2.3
Electrolux,111.6,9.4
Great Northern Paper,111.4,8.6
Bunker Ramo,111.2,3.7
AMP,110.9,12.4
Pitney Bowes,110.6,9.6
Signode,110.4,7.9
Reeves Brothers,110.4,5.5
Detroit Steel,109.9,4.7
Island Creek Coal,109.6,7.2
