Company,Revenue,Profit
U.S. Industries,602.3,33.1
Del Monte Foods,597.9,27.1
Johnson & Johnson,594.2,49.6
Hormel Foods,585.9,9.1
International Utilities,584.2,34.7
Merck,583.1,92.9
AMF,575.7,-4
Quantum Chemical,572.9,33.3
AMAX,570.6,67.3
Armstrong Holdings,570.5,34.9
GAF,569.5,21.2
McGraw-Edison,568.5,34
Pet,567.8,32.1
Kidde,565.9,24.7
Magnavox,562.9,42.3
Avon Products,558.6,71.3
Manville,556.1,40.2
Gillette,553.2,62.3
Phelps Dodge,550.4,64.1
Quaker Oats,547.2,21.3
Walter Industries,541.8,8
Dana,536,29.3
Iowa Beef Processors,533.9,5.5
Pillsbury,526.3,13
Emerson Electric,522,39.5
Agway,519.5,5.8
Whittaker,517.1,23.4
Central Soya,516.7,7.6
Maxus Energy,514.8,34.6
Ethyl,509.1,31.5
Clark Equipment,507.4,27.8
Imcera Group,501.8,9.4
North American Philips,501.3,19.4
Budd,499,22.1
Sterling Drug,490.9,47.1
Hess Oil & Chemical,486,28.2
Northrop Grumman,485.5,15.7
Carrier,485.1,24
Wheeling Pittsburgh,482,18.2
Oscar Mayer,481.9,11.8
Eli Lilly,479.6,70.7
Corning,479.1,46.8
Stauffer Chemical,478.3,31.2
Lear Siegler,477.5,18
Amstar,474.8,11.3
Kerr-McGee,473.3,36.4
Otis Elevator,471.7,11.2
Diamond International,466.8,32.4
Kellogg,466.6,42.3
J.E. Seagram,453,23.4
Sherwin-Williams,452.5,19
Lever Brothers,452.5,11.9
Koppers,448.7,15.2
Collins Radio,447,13
Cluett Peabody,445.9,18.3
Allegheny International,439.2,21.3
Liggett Group,438.2,24.1
BOC,438,21
Control Data,438,45.5
Universal Oil Products,430.7,19.1
Ryan Aeronautical,430.5,8.1
Owens Corning,429.5,19.4
Kaiser Steel,426.9,33.9
Kayser-Roth,426,15.2
Essex International,426,27.5
Rohm & Haas,423.4,34.8
Brunswick,421.6,26.8
Aeroquip-Vickers,420.1,48.6
USG,419.5,34.7
Cerro,419,32.4
Eltra,415,22.1
Fruehauf,414.8,19.1
Crane,409.5,11
Pennwalt Corp,404.9,22.8
Polaroid,397.2,58.9
Scovill,396.3,14.5
Westvaco,391.6,20.7
Union Camp,383.4,26.4
AM International,378.7,24
Admiral,377,0.5
Brown Shoe,375.2,20.9
Farmland Industries,374.9,13.2
Foster Wheeler,374.1,5.4
Intl. Multifoods,373.1,3.8
A.O. Smith,372.8,11.6
Castle & Cooke,372.8,11.5
Hygrade Food Products,370.6,-4.1
Ex-Cell-O,370.1,22
Land O'Lakes,369.8,9
Indian Head,369.5,12.1
McGraw-Hill,368.1,27.9
Cummins,366.5,13.2
Lorillard,359.2,30.7
Jos. Schlitz Brewing,357.3,16.7
GK Technologies,353.3,12.4
IPL,351.7,2.8
Timken,351.4,34.1
Abbott Laboratories,351,31.6
Times Mirror,350.4,24.2
WestPoint Stevens,347.1,14.8
Paccar,344.4,14.1
"Libby, McNeill & Libby",344.4,5.6
Di Giorgio,343.9,5.8
Evans Products,341.7,8.7
National Industries,341.4,7.2
Grinnell,341.3,14.1
Revere Copper & Brass,340.2,16.8
M. Lowenstein,338.3,8.1
Crown Holdings,337.4,20.9
Kelsey-Hayes,335.3,11.2
Cudahy,333.7,6.9
Pharmacia,333.2,34.4
Sunbeam/Oster,332.3,13.3
Tecumseh Products,329,14.4
A-T-O,325.2,2.1
Norton,324,17
Midland-Ross,323.7,14.1
Potlatch,318.1,16.4
Inmont,316.9,14.2
National Gypsum,316.7,20.4
Revlon,316.5,31.3
Ward Foods,313.9,7.4
Flintkote,313.1,11.3
American Bakeries,310.5,2
Time Warner,309,14.6
Hartmarx,308.4,14.3
Cannon Mills,308.1,17.7
Richardson-Vicks,301,24.8
Sundstrand,300.4,17.9
Bemis,300,8.8
GATX,299,25.5
Hershey Foods,296,19.9
USM,289.3,12.9
Hoover,287.1,16.1
Interlake,285.6,12.6
Dan River,285.1,7.5
US Pharmaceuticals,283,42.3
Purex Industries,282.9,14.9
Cincinnati Milacron,281.1,16.1
Archer Daniels Midland,280.8,4.4
Staley Continental,280.4,6.6
Campbell Taggart,280.4,8.2
Bell & Howell,280.3,12.8
Outboard Marine,280.2,15.7
H.K. Porter,279.1,3.8
Harris,277.8,15.4
ACF Industries,276.4,21.6
Norris Industries,274,14.4
R.R. Donnelley & Sons,272.9,20.8
Cotton Producers Association,271.7,9.2
Hewlett-Packard,268.8,20.8
Texasgulf,266,70.5
MacMillan,265.6,28.8
Apogent Technologies,264.6,14.8
Cessna Aircraft,264.3,12.8
Hammermill Paper,262.2,8.6
Rohr,261.9,9
Cone Mills,261.9,3.5
National Can,261.6,10.1
Harsco,260.2,16.3
Pabst Brewing,259.6,20.4
Reliance Electric,258.8,12.8
Fairmont Foods,256.9,5
Bangor Punta,256.5,8.2
Amerada Hess,256.5,65.6
Carborundum,255.1,14
Federal-Mogul,253.4,14
Champion Spark Plug,253.2,26.2
Springs Industries,253.1,1.9
Stokely-Van Camp,251.4,7.3
"Parke, Davis",251,18.6
CBI Industries,250.4,19.5
Coastal,245.3,24.3
Rockwell Manufacturing,245.2,12.5
Fairchild Industries,244.4,-20.5
Bunker Ramo,243.2,12.1
Diversified Industries,241.9,8.2
Chemetron,241.1,10.5
U.S. Shoe,241.1,10.7
CF&I Steel,239.3,9.9
Akzona,238.6,19.6
Premcor,238.4,12.1
I-T-E Imperial,238.1,11.6
Simmons,237.3,8.6
Rath Packing,236,-0.7
Cyclops Industries,234.8,10.1
Joy Technologies,234.2,10.2
General Instrument,233.7,12.9
Ampex,233.4,7.7
Amsted Industries,233.3,9.8
ESB,232.8,7
Avnet,232.7,18
Interstate Brands,231.6,4.1
Howmet,229.7,13.7
Thomas J. Lipton,229.2,14.9
Great Western United,228.4,7
Miles Laboratories,228,11.6
Stanley Works,227.6,8
Anchor Hocking,227.6,15.5
Heublein,227.4,14.6
Cutler-Hammer,225.5,5.4
Allied Mills,225.4,4.6
Maremont,225,-3.5
Thiokol,224.5,7.1
Emhart,224.2,14
Metromedia International,223.9,9.3
Jonathan Logan,221.9,11.6
Koehring,221.5,9.9
Witco,221.3,10.7
Pitney Bowes,220.2,15.4
Questor,220.2,13.1
Kellwood,220.1,6.3
Sharon Steel,218.4,2.9
New York Times,217.6,14.2
Murphy Oil,211.8,8.2
Kendall,209.8,9.2
FINA,207.2,16.3
City Investing,207,12.1
Mohasco,206.7,6.7
Household Manufacturing,205.2,10.4
Square D,203.9,22.7
Fieldcrest Cannon,203.7,9.6
McLouth Steel,203.5,7.3
Houdaille Industries,203.5,13.4
Insilco,202.9,11.5
Air Products & Chem.,202.1,11.8
General Host,201.7,4
Handy & Harman,200.7,4.1
Eagle-Picher Industries,200.2,10
Curtiss-Wright,200.1,13
Fairchild Camera & Instrument,198.5,0.6
Brown,197.5,-23.4
Eastern Gas & Fuel Associates,197.5,15.2
Trane,197.5,9.7
U.S. Pipe & Foundry,197.4,9.6
Gerber Products,197.2,16.4
Levi Strauss,196.8,12.2
Todd Shipyards,194.1,4.9
Sanders Associates,193.1,6.2
Lone Star Industries,192,15
Rexnord,191.2,8.9
Roper,191.2,5.7
Black & Decker,189.7,14.9
Freeport Sulphur,189.7,40.4
Clevite,188.7,10.5
Allied Products,188.5,4.3
Chesebrough-Pond's,185.8,16.4
Congoleum,185.5,7.6
Warnaco Group,185.3,7.7
American Chain & Cable,184.8,5
Beech Aircraft,184.4,7.8
Vulcan Materials,183.4,11.6
Grolier,181,8.4
Stewart-Warner,180.3,11.9
Flavorland Industries,180.2,1.2
Schering-Plough,178.1,22.9
Green Giant,177.6,6.3
Certainteed,177.6,6.9
Harvey Aluminum,176.9,14.3
General Signal,175.7,7
Armstrong Rubber,175,7.1
Robertson-Ceco,174.5,5.3
Becton Dickinson,174.4,13.9
Phillips-Van Heusen,174,3.2
Wean United,173.4,4.9
Cooper Industries,173.3,12.7
Commonwealth Oil Refining,172.7,16.2
Gardner-Denver,172.3,19.6
Hobart,172.3,14.4
Fibreboard,171.1,7.3
Varian Associates,170.8,3.4
Inland Container,170.2,9.8
Signode,169.1,11.4
Cabot,167.5,12.7
Collins & Aikman,167.5,6.4
Arvin Industries,167.5,6.6
Olivetti Underwood,167.3,3
AMP,167.2,16.2
Keystone Consolidated Industries,165.4,6.2
Cowles Communications,165,-1
Blue Bell,164.3,5.5
Ceco Industries,164.2,6.1
Dayco,163.8,6
Microdot,162.3,6.7
Western Publishing Group,161.9,6.1
Reichhold Chemicals,161.4,6.6
Automation Industries,161.2,7
Riegel Textile,161,4.5
Hoerner Waldorf,160.4,10.4
Warwick Electronics,160.2,-4.8
Parker Hannifin,160.1,9.2
Wm. Wrigley Jr.,159.5,15.5
American Biltrite Rubber,159.4,3.6
ConAgra Foods,159.4,4
Federal Pacific Electric,159.1,5.6
Warner & Swasey,157.8,18
Dean Foods,157.7,2.4
Maytag,157.3,21.2
Trans Union,157.3,17.2
Amerace Esna,156.2,8.2
Rheingold,155.9,4.4
Hoover Universal,155.6,8.8
Johnson Service,155,6.9
Great Northern Nekoosa,154.6,15
Miehle-Goss-Dexter,154.3,9.1
Mattel,154.2,4.5
Victor Comptometer,153.9,9.2
Falstaff Brewing,153.8,-0.9
Farmers Union Central Exchange,153.2,10.4
Hanna Mining,153.1,23
Morton International,153.1,8
Commonwealth United,152.7,10.4
National Presto Industries,152.2,8.2
P.R. Mallory,151.9,8.2
Keebler,151.6,1
Max Factor,151.6,14.7
Applera,151.2,5.9
F. & M. Schaefer,150.9,3.8
St. Joseph Lead,150.8,25
AMBAC Industries,150.5,6.3
Ideal Basic Industries,150.3,12.4
Granite City Steel,150.1,-6.7
Riegel Paper,149.9,4.2
Standard Pressed Steel,149.9,8.9
National Union Electric,149.8,4.2
Lubrizol,149.4,16.6
Chicago Pneumatic Tool,148.5,15.3
G.D. Searle,147.7,27.4
American Beef Packers,147.2,0.9
Triangle Industries,147.2,4.1
Endicott Johnson,147.1,2.4
Wyandotte Chemicals,146.6,1.9
Carpenter Technology,146.4,12.1
Remington Arms,145.4,15.1
Hanes,145.4,8.1
Spencer Foods,144.4,1.2
Brockway,144,5.7
Briggs & Stratton,143.7,11.5
